IL ID,Label,Viscosity Group,Temp
489,"im-3cooh,1 + bf3-3icn",H,303.2
490,"im-3dp,4 + bf4",H,313.0
491,"im-3dp,4 + pf6",H,313.0
492,"im-3dp,6 + bf4",H,313.0
493,"im-3dp,6 + pf6",H,313.0
494,"im-3dp,8 + bf4",H,313.0
495,"im-3dp,8 + pf6",H,313.0
496,"im-3i,1 + ntf2",L,278.15
497,"im-3nh1phen,4 + ntf2",H,298.2
498,"im-3nh1phen,4 + pf6",H,298.2
499,"im-3nh2,1 + imidazolide",L,313.2
500,"im-3o1,1 + bf4",L,303.2
501,"im-3o1,1 + pf6",L,303.2
502,"im-3o1,2o1,1 + ntf2",L,298.2
503,"im-3o1,2o1,2 + ntf2",L,298.2
504,"im-3o1,2o2,1 + ntf2",L,298.2
505,"im-3o1,2o2,2 + ntf2",L,298.2
506,"im-3oh,1 + cl",H,293.15
507,"im-3oh,2 + cl",H,293.15
508,"im-3oh[2],1 + cl",H,298.2
509,"im-3oh[2],1 + no3",H,298.2
510,"im-3oh[2],1 + ntf2",H,298.2
511,"im-3oh[2],1 + pf6",H,298.2
512,"im-3ph,1 + ntf2",H,298.15
513,"im-3so3h,1[2] + camphorsulfonate",H,293.15
514,"im-3so3h,1 + camphorsulfonate",H,293.15
515,"im-3so3h,2[2] + camphorsulfonate",H,293.15
516,"im-3so3h,2 + camphorsulfonate",H,293.15
517,"im-3so3h,4 + camphorsulfonate",H,293.15
518,"im-3so3h,ph[2] + camphorsulfonate",H,293.15
519,im-3so3h + camphorsulfonate,H,293.15
520,"im-4,1,1 + al(ohfip)4",L,273.2
521,"im-4,1,1 + bf4",H,298.0
522,"im-4,1,1 + dca",L,293.0
523,"im-4,1,1 + fap",H,283.15
524,"im-4,1,1 + h2po4",L,333.15
525,"im-4,1,1 + hso4",H,288.15
526,"im-4,1,1 + ntf2",L,293.15
527,"im-4,1,1 + scn",H,293.0
528,"im-4,1,1 + so4-1,3[f],chf2",H,298.2
529,"im-4,1,1 + so4-3,2[f]",H,298.2
530,"im-4,1,1 + tcb",L,336.2
531,"im-4,1,1o2 + ntf2",L,298.2
532,"im-4,1,1o3 + ntf2",L,298.2
533,"im-4,1 + 1ac",H,303.15
534,"im-4,1 + 2ac",H,303.15
535,"im-4,1 + ac",H,298.15
536,"im-4,1 + al(ohfip)4",L,313.2
537,"im-4,1 + ala",L,298.15
538,"im-4,1 + alcl4",L,298.0
539,"im-4,1 + behss",H,298.2
540,"im-4,1 + bf2ox",H,263.15
541,"im-4,1 + bf3-1[f]",L,298.2
542,"im-4,1 + bf3-2[f]",L,298.2
543,"im-4,1 + bf3-3icn",L,303.2
544,"im-4,1 + bf3-ph-1[f][3]",L,298.15
545,"im-4,1 + bf3-ph-1[f][4]",L,298.15
546,"im-4,1 + bf3-ph-cn[3]",H,298.15
547,"im-4,1 + bf3-ph-cn[4]",H,298.15
548,"im-4,1 + bf3-ph-f[2]",L,298.15
549,"im-4,1 + bf3-ph-f[3]",L,298.15
550,"im-4,1 + bf3-ph-f[4]",L,298.15
551,"im-4,1 + bf3-ph-o1[2]",H,298.15
552,"im-4,1 + bf3-ph-o1[3]",H,298.15
553,"im-4,1 + bf3-ph-o1[4]",H,298.15
554,"im-4,1 + bf3-ph",L,298.15
555,"im-4,1 + bf4",H,278.15
556,"im-4,1 + br",H,298.2
557,"im-4,1 + ccn3",L,278.15
558,"im-4,1 + cl",H,348.15
559,"im-4,1 + clo4",H,283.15
560,"im-4,1 + coscn4",H,288.15
561,"im-4,1 + ctf3",H,278.15
562,"im-4,1 + dca",L,298.0
563,"im-4,1 + fap",L,293.15
564,"im-4,1 + 43500",L,298.2
565,"im-4,1 + fecl4",L,293.2
566,"im-4,1 + for",L,303.15
567,"im-4,1 + fpi",L,293.0
568,"im-4,1 + fsa",L,273.15
569,"im-4,1 + glu",L,298.15
570,"im-4,1 + gly",L,298.15
571,"im-4,1 + glyc",H,303.15
572,"im-4,1 + h2po4",H,288.15
573,"im-4,1 + hco3",L,288.15
574,"im-4,1 + hfps",H,283.1
575,"im-4,1 + hso4",H,297.0
576,"im-4,1 + i",H,298.0
577,"im-4,1 + imidazolide",L,313.2
578,"im-4,1 + la",H,303.15
579,"im-4,1 + no3",L,297.0
580,"im-4,1 + npf2",L,298.0
581,"im-4,1 + ntf2",L,298.0
582,"im-4,1 + otf",L,303.15
583,"im-4,1 + pf6",L,313.15
584,"im-4,1 + ph-coo",H,303.15
585,"im-4,1 + phen",L,293.15
586,"im-4,1 + po2-cf3,cf3",L,298.2
587,"im-4,1 + po2-o1,o1",H,298.15
588,"im-4,1 + po2-o4,o4",H,293.0
589,"im-4,1 + po3h-1",L,298.15
590,"im-4,1 + po4",H,298.2
591,"im-4,1 + sbf6",L,283.2
592,"im-4,1 + scn",L,298.15
593,"im-4,1 + so3-1",L,298.15
594,"im-4,1 + so3-4[f]",H,298.0
595,"im-4,1 + so4-1,3[f],chf2",L,298.2
596,"im-4,1 + so4-1",L,298.0
597,"im-4,1 + so4-2",H,298.15
598,"im-4,1 + so4-3,2[f]",H,298.2
599,"im-4,1 + so4-4",H,308.15
600,"im-4,1 + so4-5",H,298.2
601,"im-4,1 + so4-8",H,314.25
602,"im-4,1 + tcb",L,283.4
603,"im-4,1 + tdi",L,293.15
604,"im-4,1 + tehss",H,298.2
605,"im-4,1 + tfa-2[f]",L,293.0
606,"im-4,1 + tfa",L,293.0
607,"im-4,1 + tpes",L,283.1
608,"im-4,1 + ttes",H,283.1
609,"im-4,2,1o2 + ntf2",L,298.2
610,"im-4,2,1o3 + ntf2",L,298.2
611,"im-4,2 + br",L,293.15
612,"im-4,2 + ntf2",L,298.0
613,"im-4,2 + otf",L,298.0
614,"im-4,2 + po2-o2,o2",H,293.0
615,"im-4,2 + po2-o4,o4",H,293.0
616,"im-4,2 + so3-4[f]",H,298.0
617,"im-4,2 + tfa",L,293.0
618,"im-4,4 + ac",H,298.0
619,"im-4,4 + alcl4",H,263.1
620,"im-4,4 + ntf2",H,273.15
621,"im-4,4 + po2-o4,o4",H,293.0
622,"im-4,4 + so3-ph1",H,298.0
623,im-4 + hso4,H,293.15
624,im-4 + no3,H,293.0
625,im-4 + otf,L,298.15
626,im-4 + scn,H,293.0
627,im-4 + so3-1,H,298.15
628,"im-4cn,1 + bf4",H,293.2
629,"im-4cn,1 + cl",H,293.2
630,"im-4cn,1 + pf6",H,293.2
631,"im-4i,1 + i",H,298.2
632,"im-4i,1 + ntf2",L,293.0
633,"im-4i,4i + ntf2",L,298.0
634,im-4so31 + so4-1,H,298.2
635,im-4so32 + so4-2,H,298.2
636,"im-4so3h,1 + camphorsulfonate",H,293.15
637,"im-4so3h,1 + hso4",H,293.15
638,"im-4so3h,1 + otf",H,293.15
639,"im-5,1,1 + hso4",H,288.15
640,"im-5,1,1 + ntf2",L,298.2
641,"im-5,1,1o2 + ntf2",L,298.2
642,"im-5,1,1o3 + ntf2",L,298.2
643,"im-5,1 + bf4",L,297.0
644,"im-5,1 + fap4",H,293.0
645,"im-5,1 + h2po4",H,288.15
646,"im-5,1 + hco3",L,288.15
647,"im-5,1 + nicl4",L,298.1
648,"im-5,1 + no3",H,297.0
649,"im-5,1 + npf2",L,297.0
650,"im-5,1 + ntf2",L,298.2
651,"im-5,1 + pf6",H,298.0
652,"im-5,1 + scn",L,293.15
653,"im-5,2,1o2 + ntf2",L,298.2
654,"im-5,2,1o3 + ntf2",L,298.2
655,"im-5,4 + ntf2",L,298.15
656,"im-5,5 + ntf2",H,278.15
657,"im-5i,1 + i",H,298.2
658,"im-5i,1 + ntf2",L,278.15
659,"im-5i,4 + ntf2",L,298.15
660,"im-6,1,1 + ntf2",H,283.0
661,"im-6,1,1 + pyrazolide-no2[4]",H,278.15
662,"im-6,1,s1 + ntf2",L,293.2
663,"im-6,1 + ac",H,278.15
664,"im-6,1 + al(ohfip)4",L,273.2
665,"im-6,1 + al2br7",L,281.0
666,"im-6,1 + albr4",L,281.0
667,"im-6,1 + alcl4",L,293.15
668,"im-6,1 + bf3-1[f]",L,298.2
669,"im-6,1 + bf3-2[f]",L,298.2
670,"im-6,1 + bf4",L,288.15
671,"im-6,1 + br",H,293.15
672,"im-6,1 + cl",H,303.15
673,"im-6,1 + dca",L,293.15
674,"im-6,1 + fap",L,293.15
675,"im-6,1 + fap3",H,293.0
676,"im-6,1 + 43500",L,298.2
677,"im-6,1 + fecl4",L,298.2
678,"im-6,1 + fpi",L,293.0
679,"im-6,1 + i",H,305.15
680,"im-6,1 + no3",H,297.0
681,"im-6,1 + npf2",L,297.0
682,"im-6,1 + ntf2",L,296.0
683,"im-6,1 + otf",L,298.0
684,"im-6,1 + pf6",H,293.2
685,"im-6,1 + phen",L,293.15
686,"im-6,1 + po2-o1,o1",H,293.0
687,"im-6,1 + pyrazolide-no2[4]",H,278.15
688,"im-6,1 + pyrrolide-cn[2]",H,278.15
689,"im-6,1 + so3-4[f]",H,293.15
690,"im-6,1 + so4-1",H,298.15
691,"im-6,1 + so4-2",H,298.15
692,"im-6,1 + tcb",L,298.15
693,"im-6,1 + tetrazolide",H,278.15
694,"im-6,1 + triazolide",H,278.15
695,"im-6,1 + triazolide123",H,278.15
696,"im-6,2 + po2-o2,o2",H,293.0
697,"im-6,4 + po2-o4,o4",H,293.0
698,"im-6,6 + ac",H,298.0
699,"im-6,6 + no3",H,298.0
700,"im-6,6 + ntf2",H,278.15
701,"im-6,6 + po2-o8i,o8i",H,298.0
702,"im-6i,1 + ntf2",H,278.15
703,"im-6oh,1 + cl",H,293.15
704,"im-6oh,2 + cl",H,293.15
705,"im-6oh,4 + cl",H,293.15
706,im-6oh + cl,H,293.15
707,"im-7,1,1 + ntf2",L,298.2
708,"im-7,1 + nicl4",L,299.5
709,"im-7,1 + ntf2",L,293.15
710,"im-7,1 + pf6",H,293.15
711,"im-7,7 + ntf2",H,278.15
712,"im-7i,1 + ntf2",H,278.15
713,"im-8,1,1 + h2po4",H,333.15
714,"im-8,1,1 + ntf2",L,298.2
715,"im-8,1,1 + otf",L,298.2
716,"im-8,1 + al(ohfip)4",L,298.2
717,"im-8,1 + ala",H,293.15
718,"im-8,1 + alcl4",L,293.15
719,"im-8,1 + asn",H,303.15
720,"im-8,1 + bf4",H,283.15
721,"im-8,1 + cl",H,303.15
722,"im-8,1 + dca",L,293.0
723,"im-8,1 + 43500",L,298.2
724,"im-8,1 + fecl4",L,298.2
725,"im-8,1 + gly",H,293.15
726,"im-8,1 + h2po4",H,313.15
727,"im-8,1 + h3p2o7",H,298.15
728,"im-8,1 + i",H,300.15
729,"im-8,1 + nicl4",L,300.9
730,"im-8,1 + npf2",H,293.2
731,"im-8,1 + ntf2",L,296.0
732,"im-8,1 + otf",L,293.0
733,"im-8,1 + pf6",H,274.63
734,"im-8,1 + phen",H,293.15
735,"im-8,1 + po2-o1,o1",H,293.0
736,"im-8,1 + pro",H,293.15
737,"im-8,1 + sac",H,293.0
738,"im-8,1 + scn",L,293.0
739,"im-8,1 + ser",H,293.15
740,"im-8,1 + so3-4[f]",H,298.15
741,"im-8,1 + so4-1",L,313.15
742,"im-8,1 + so4-2",H,313.15
743,"im-8,1 + tcb",L,283.15
744,"im-8,1 + tfa-3[f]",H,293.15
745,"im-8,1 + tfa",H,293.15
746,"im-8,2 + po2-o2,o2",H,293.0
747,"im-8,4 + po2-o4,o4",H,293.0
748,"im-8,8 + ac",H,298.0
749,"im-8,8 + no3",H,298.0
750,"im-8,8 + ntf2",H,278.15
751,"im-8,8 + po2-o8i,o8i",H,298.0
752,"im-8chch(E)8,1 + ntf2",H,293.15
753,"im-8chch(Z)1chch(Z)5,1 + ntf2",H,280.15
754,"im-8chch(Z)8,1 + ntf2",H,278.15
755,"im-8i,8i + ac",H,298.0
756,"im-8i,8i + no3",H,298.0
757,"im-8i,8i + ntf2",H,298.0
758,"im-8i,8i + po2-o8i,o8i",H,298.0
759,"im-9,1 + ntf2",H,278.15
760,"im-9,1 + pf6",H,293.15
761,"im-9,9 + ntf2",H,278.15
762,"im-[2o]21,1 + bf3-1[f]",L,298.2
763,"im-[2o]21,1 + bf3-2[f]",L,298.2
764,"im-[2o]21,1 + bf4",L,303.2
765,"im-[2o]21,1 + cl",H,303.2
766,"im-[2o]21,1 + pf6",H,303.2
767,"im-[2o]21,1 + po2-o1,o1",H,293.0
768,"im-[2o]21,1 + so3-1",H,298.15
769,"im-[2o]31,1 + po2-o1,o1",H,293.0
770,"im-[2o]31,1 + so3-1",H,298.15
771,"im-a,1,1 + bf4",H,298.2
772,"im-a,10 + dca",L,298.2
773,"im-a,12 + dca",L,298.2
774,"im-a,14 + dca",H,298.2
775,"im-a,1 + al(ohfip)4",L,293.2
776,"im-a,1 + bf3-3icn",L,303.2
777,"im-a,1 + br",H,298.2
778,"im-a,1 + cl",H,307.0
779,"im-a,1 + dca",L,293.15
780,"im-a,1 + ntf2",L,298.15
781,"im-a,2 + br",H,298.2
782,"im-a,3 + br",H,298.2
783,"im-a,4 + dca",L,298.2
784,"im-a,6 + dca",L,298.2
785,"im-a,8 + dca",L,298.2
786,"im-a,a + bf3-3icn",L,303.2
787,"im-a,a + br",H,298.2
788,"im-a,a + cl",H,298.2
789,"im-a,a + ntf2",L,298.2
790,"im-c,1,1 + bf4",H,298.2
791,"im-c7,1 + ntf2",H,293.15
792,"im-ch,1 + ntf2",H,293.15
793,"im-chc(ch3)2,1 + bf4",H,288.15
794,"im-cp,1 + ntf2",L,293.15
795,"im-cp,4 + ntf2",L,298.15
796,"im-moxm,10 + ntf2",H,303.2
797,"im-moxm,11 + ntf2",H,303.2
798,"im-moxm,12 + ntf2",H,303.2
799,"im-moxm,1 + ntf2",H,303.2
800,"im-moxm,2 + ntf2",H,303.2
801,"im-moxm,3 + ntf2",H,303.2
802,"im-moxm,4 + ntf2",H,303.2
803,"im-moxm,5 + ntf2",H,303.2
804,"im-moxm,6 + ntf2",H,303.2
805,"im-moxm,7 + ntf2",H,303.2
806,"im-moxm,8 + ntf2",H,303.2
807,"im-moxm,9 + ntf2",H,303.2
808,"im-v,10 + dca",H,298.2
809,"im-v,1 + i",H,298.2
810,"im-v,2 + i",H,298.2
811,"im-v,3 + i",H,298.2
812,"im-v,4 + i",H,298.2
813,"im-v,8 + dca",L,298.2
814,"im-v,a + dca",L,298.2
815,"im-v,a + i",H,298.2
816,im + 4ac,L,298.0
817,im + 5ac,L,298.0
818,im + 6ac,L,298.0
819,im + 7ac,L,298.0
820,mo-1 + bf4,H,303.15
821,mo-1 + for,L,283.2
822,"mo-2,1 + dca",L,298.15
823,"mo-2,1 + po3h-2",H,293.18
824,"mo-2,1 + so4-2",H,303.15
825,mo-2 + bf4,H,303.15
826,mo-2 + for,L,283.2
827,"mo-2o1(3[f]chf2),1 + ntf2",H,298.2
828,"mo-2o1,1 + bf3-1[f]",H,298.2
829,"mo-2o1,1 + bf3-2[f]",H,298.2
830,"mo-2o1,1 + bf3-3[f]",H,298.2
831,"mo-2o1,1 + fap",H,298.15
832,"mo-2o1,1 + ntf2",H,298.15
833,"mo-2o2,1 + ntf2",H,298.2
834,"mo-3,1 + dca",H,298.2
835,"mo-3oh,1 + ntf2",H,298.15
836,"mo-4,1 + al(ohfip)4",L,298.2
837,"mo-4,1 + bf3-1[f]",H,298.2
838,"mo-4,1 + bf3-2[f]",H,298.2
839,"mo-4,1 + ccn3",H,288.15
840,"mo-4,1 + dca",H,298.2
841,"mo-4,1 + ntf2",H,298.2
842,"mo-4,1 + po3h-4",H,293.18
843,"mo-4,1 + so4-4",H,308.15
844,"mo-5,1 + dca",H,298.2
845,"mo-6,1 + dca",H,298.2
846,"mo-6,1 + fsa",H,298.15
847,"mo-6,1 + ntf2",H,298.15
848,"mo-6,1 + po3h-6",H,293.18
849,"mo-7,1 + dca",H,298.2
850,"mo-8,1 + dca",H,298.2
851,"mo-8,1 + po3h-8",L,293.18
852,"mo-9,1 + dca",H,298.2
853,"mo-a,1 + ntf2",H,303.15
854,"mo-a,2 + ntf2",H,303.15
855,mo + for,L,283.2
856,n-1(1[1])coo1 + bf4,L,303.2
857,n-1(1[1])coo1 + scn,L,353.2
858,n-1(1[1])coo2 + no3,H,303.2
859,n-1(4i[1])coo1 + no3,H,353.2
860,"n-1,1,1,1 + bala",H,298.15
861,"n-1,1,1,1 + gly",H,298.15
862,"n-1,1,1,1 + oh",L,298.15
863,"n-1,1,1 + h2po4",H,323.15
864,"n-1,1 + for",L,298.2
865,"n-1,1 + hso4",L,298.2
866,"n-10,10,1,1 + herbicide-2,4-DP",H,293.15
867,"n-10,2,2,2 + ntf2",H,293.25
868,"n-10,3i,1,1 + ntf2",H,278.15
869,"n-12,1,1,1 + herbicide-2,4-DP",H,293.15
870,"n-12,2,2,2 + ntf2",H,293.15
871,"n-14,1,1,1 + herbicide-2,4-DP",H,293.15
872,"n-14,2,2,2 + ntf2",H,293.05
873,"n-18,1,1,1 + herbicide-2,4-DP",H,293.15
874,n-1 + for,L,298.2
875,"n-1coo1,2,2,1 + so4-1",H,308.2
876,"n-1coo1,4,2,2 + so4-4",H,308.2
877,"n-1coo1,a,2,2 + ntf2",L,308.2
878,"n-1coo12,1,1,1 + dca",L,363.2
879,"n-1coo12,1,1,1 + la",L,353.2
880,"n-1coo14,1,1,1 + la",H,353.2
881,"n-1coo16,1,1,1 + la",H,353.2
882,n-1coo1 + no3,L,343.2
883,"n-1coo2,2,1,1 + so4-2",H,293.15
884,"n-1coo2,2,2,2 + ntf2",H,298.15
885,"n-1coo2,2,2,2 + so4-2",H,308.2
886,"n-1coo2,3,3,3 + ntf2",L,338.15
887,"n-1coo2,4,1,1 + so4-4",H,308.2
888,"n-1coo2,4,4,4 + bf4",H,318.15
889,"n-1coo2,4,4,4 + dca",H,303.15
890,"n-1coo2,4,4,4 + ntf2",H,298.15
891,"n-1coo2,5,1,1 + ntf2",L,308.2
892,"n-1coo2,6,1,1 + ntf2",L,308.2
893,"n-1coo2,a,1,1 + ntf2",L,308.2
894,"n-1coo6,1,1,1 + bf4",L,353.2
895,"n-1coo6,1,1,1 + dca",L,353.2
896,"n-1cooh,1,1,1 + ntf2",L,338.15
897,"n-1dmsodmsph,1,1,1 + ntf2",L,298.0
898,"n-1o1,1,1,1 + ntf2",L,298.2
899,"n-1o1,2,2,2 + dca",L,298.2
900,"n-1o1,2,2,2 + ntf2",L,298.15
901,"n-1o2,2odoe,1,1 + ntf2",H,298.2
902,"n-1o3,2odoe,1,1 + ntf2",H,298.2
903,"n-1o4,2odoe,1,1 + ntf2",H,298.2
904,"n-1o5,2odoe,1,1 + ntf2",H,298.2
905,"n-1o6,2odoe,1,1 + ntf2",H,298.2
906,"n-1o7,2odoe,1,1 + ntf2",H,298.2
907,"n-1o8,2odoe,1,1 + ntf2",H,298.2
908,"n-1o9,2odoe,1,1 + ntf2",H,298.2
909,"n-1o[10],2odoe,1,1 + ntf2",H,298.2
910,"n-1o[11],2odoe,1,1 + ntf2",H,298.2
911,"n-1o[12],2odoe,1,1 + ntf2",H,298.2
912,"n-1ph,2,2,2 + tfa",H,293.0
913,"n-2,1,1,1 + tsac",L,298.2
914,"n-2,1,1 + ac-ph",H,283.15
915,"n-2,1,1 + ac",L,283.15
916,"n-2,1,1 + for",L,293.2
917,"n-2,2,1 + otf",L,298.15
918,"n-2,2,1 + so3-1",L,298.15
919,"n-2,2,2,1 + so4-1",H,308.15
920,"n-2,2,2,2 + ala",L,298.15
921,"n-2,2,2,2 + bala",L,298.15
922,"n-2,2,2,2 + im41",H,293.0
923,"n-2,2,2,2 + npfso2f",L,298.0
924,"n-2,2,2,2 + oh",L,298.15
925,"n-2,2,2,2 + so4-1,1[f],chf2",H,298.2
926,"n-2,2,2,2 + so4-1,1[f]",H,298.2
927,"n-2,2,2,2 + so4-1,3[f],chf2",H,298.2
928,"n-2,2,2,2 + tsac",L,298.2
929,"n-2,2,2 + ac",L,298.15
930,"n-2,2,2 + for",L,298.2
931,"n-2,2,2 + h2po4",L,298.15
932,"n-2,2,2 + hso4",H,298.15
933,"n-2,2,2 + ntf2",L,298.0
934,"n-2,2,2 + otf",L,298.15
935,"n-2,2,2 + po2-o4,o4",L,298.2
936,"n-2,2,2 + so3-1",L,298.2
937,"n-2,2,2 + tfa-2[f]",L,298.0
938,"n-2,2,2 + tfa-4[f]",L,298.0
939,"n-2,2,2 + tfa-6[f]",H,298.0
940,"n-2,2,2 + tfa",L,298.0
941,"n-2,2 + ac",L,298.15
942,"n-2,2 + for",L,298.2
943,"n-2,2 + hso4",L,298.15
944,"n-2,2 + po2-o4,o4",H,298.2
945,n-2 + 1ac,L,298.2
946,n-2 + 2ac,H,298.2
947,n-2 + for,L,298.0
948,n-2 + glyc,H,298.2
949,n-2 + hso4,L,298.2
950,n-2 + la,H,298.2
951,n-2 + no3,L,283.15
952,"n-2coo1,1,1,1 + ntf2",H,298.0
953,"n-2coo1,2,1,1 + ntf2",H,273.15
954,"n-2coo1ph,1,1,1 + ntf2",H,298.0
955,"n-2dma,1,1 + ac",L,283.15
956,"n-2eh,2eh,1,1 + 1ac",H,298.2
957,"n-2eh,2eh,1,1 + ac",H,298.2
958,"n-2eh,2eh,1,1 + for",H,298.2
959,"n-2eh,2eh,1,1 + hso4",H,298.2
960,"n-2eh,2eh,1,1 + so3-1",H,298.2
961,"n-2eh,2eh,1,1 + tfa",H,298.2
962,"n-2n3,1,1,1 + dca",L,298.0
963,"n-2n3,2,1,1 + dca",L,298.0
964,"n-2n3,4,1,1 + dca",L,298.0
965,"n-2n3,a,1,1 + dca",L,298.0
966,n-2nh2 + ac,H,298.2
967,n-2nh2 + for,L,298.2
968,"n-2nh2 + po2-o4,o4",H,298.2
969,"n-2o1,1,1,1 + bf3-3[f]",L,298.2
970,"n-2o1,1,1,1 + bf4",H,297.2
971,"n-2o1,1,1,1 + ntf2",L,297.2
972,"n-2o1,1o1,1,1 + bf4",L,298.0
973,"n-2o1,1o1,1,1 + ntf2",L,298.0
974,"n-2o1,2,1,1 + bf3-1[f]",L,298.2
975,"n-2o1,2,1,1 + bf3-2[f]",L,298.2
976,"n-2o1,2,1,1 + bf3-3[f]",L,298.2
977,"n-2o1,2,1,1 + bf3-4[f]",L,298.2
978,"n-2o1,2,1,1 + bf4",H,298.0
979,"n-2o1,2,1,1 + fap",L,298.15
980,"n-2o1,2,1,1 + ntf2",L,298.0
981,"n-2o1,2,2,1 + bf3-1[f]",L,298.2
982,"n-2o1,2,2,1 + bf3-2[f]",L,298.2
983,"n-2o1,2,2,1 + bf3-2[f]o1[f]",L,298.2
984,"n-2o1,2,2,1 + bf3-3[f]",L,298.2
985,"n-2o1,2,2,1 + bf3-4[f]",L,298.2
986,"n-2o1,2,2,1 + bf4",H,298.2
987,"n-2o1,2,2,1 + ntf2",L,298.2
988,"n-2o1,2,2,1 + tfesi",H,283.15
989,"n-2o1,2,2,2 + bf3-1[f]",L,298.2
990,"n-2o1,2,2,2 + bf3-2[f]",L,298.2
991,"n-2o1,2,2,2 + bf3-3[f]",L,298.2
992,"n-2o1,2,2,2 + bf3-4[f]",L,298.2
993,"n-2o1,2,2,2 + ntf2",L,298.15
994,"n-2o1,2o1,1,1 + bf4",H,298.0
995,"n-2o1,2o1,1,1 + ntf2",L,298.0
996,n-2o1 + for,L,298.2
997,"n-2o2,1o1,1,1 + bf4",L,298.0
998,"n-2o2,1o1,1,1 + ntf2",L,298.0
999,"n-2o2,2,2,2 + ntf2",L,298.2
1000,"n-2o2,2o1,1,1 + ac",H,298.0
1001,"n-2o2,2o1,1,1 + bf4",H,298.0
1002,"n-2o2,2o1,1,1 + ntf2",L,298.0
1003,"n-2o2,2o2,1,1 + bf4",H,298.0
1004,"n-2o2,2o2,1,1 + ntf2",L,298.0
