IL ID,Label,Viscosity Group,Temp
1005,"n-2o2,4,4,4 + ntf2",H,298.2
1006,"n-2o2,5,5,5 + ntf2",H,298.2
1007,"n-2o2oh,2o2oh + for",L,298.2
1008,"n-2o2oh,2o2oh + hso4",H,298.2
1009,"n-2o2oh,2o2oh + no3",H,298.2
1010,"n-2o2oh,2o2oh + tfa",H,298.2
1011,"n-2o2oh,[2o]22oh,13,1 + so4-1",H,283.0
1012,"n-2o2oh,[2o]22oh,13,1 + so4-[2o]21",H,283.0
1013,n-2o2oh + ac,H,298.2
1014,n-2o2oh + for,H,298.2
1015,n-2o2oh + la,H,298.2
1016,"n-2oh,1,1,1 + 1ac",H,293.15
1017,"n-2oh,1,1,1 + 2ac",H,293.15
1018,"n-2oh,1,1,1 + 4ac",H,293.15
1019,"n-2oh,1,1,1 + acsul",H,298.0
1020,"n-2oh,1,1,1 + ala",H,298.15
1021,"n-2oh,1,1,1 + bala",H,298.15
1022,"n-2oh,1,1,1 + bes",H,293.15
1023,"n-2oh,1,1,1 + biot",H,293.15
1024,"n-2oh,1,1,1 + capso",H,328.15
1025,"n-2oh,1,1,1 + dca",L,298.0
1026,"n-2oh,1,1,1 + gly",L,298.15
1027,"n-2oh,1,1,1 + im44",H,308.15
1028,"n-2oh,1,1,1 + la",H,283.9
1029,"n-2oh,1,1,1 + mal",H,293.15
1030,"n-2oh,1,1,1 + mopso",H,308.15
1031,"n-2oh,1,1,1 + ntf2",L,323.2
1032,"n-2oh,1,1,1 + pro",H,298.15
1033,"n-2oh,1,1,1 + sac",H,343.0
1034,"n-2oh,1,1,1 + ser",H,298.15
1035,"n-2oh,1,1,1 + so4-1",H,273.18
1036,"n-2oh,1,1,1 + vitaminC",H,293.15
1037,"n-2oh,1 + 1ac",H,288.15
1038,"n-2oh,1 + 2ac",H,288.15
1039,"n-2oh,1 + 2aci",H,288.15
1040,"n-2oh,1 + 3ac",H,288.15
1041,"n-2oh,1 + ac",H,288.15
1042,"n-2oh,1 + for",L,288.15
1043,"n-2oh,1ph,1,1 + ntf2",H,298.0
1044,"n-2oh,2,1,1 + so3-4",H,298.15
1045,"n-2oh,2,1,1 + so4-2",H,298.15
1046,"n-2oh,2,2 + otf",H,293.15
1047,"n-2oh,2,2 + tfa",L,293.15
1048,"n-2oh,2br,1,1 + ntf2",H,298.0
1049,"n-2oh,2oh,1 + ac",H,298.2
1050,"n-2oh,2oh,1 + la",H,298.2
1051,"n-2oh,2oh,2oh,1 + so4-1",H,298.15
1052,"n-2oh,2oh,2oh + 3ac",H,288.15
1053,"n-2oh,2oh,2oh + ac",H,298.2
1054,"n-2oh,2oh,2oh + for",H,318.15
1055,"n-2oh,2oh,2oh + la",H,298.2
1056,"n-2oh,2oh,2oh + mal",H,328.15
1057,"n-2oh,2oh + 1ac",H,293.15
1058,"n-2oh,2oh + 3ac",H,288.15
1059,"n-2oh,2oh + ac",H,298.2
1060,"n-2oh,2oh + for",H,298.2
1061,"n-2oh,2oh + la",H,298.2
1062,"n-2oh,2oh + mal",H,328.15
1063,"n-2oh,2oh + po2-o4,o4",H,298.2
1064,"n-2oh,2oh + so3-1",H,298.2
1065,"n-2oh,2oh + so3-nh2",H,298.2
1066,"n-2oh,3,1,1 + ntf2",L,293.15
1067,"n-2oh,3i,1,1 + ntf2",H,278.15
1068,"n-2oh,8,1,1 + ntf2",H,293.15
1069,"n-2oh,8i,1,1 + ntf2",H,293.15
1070,"n-2oh,ph + 1ac",L,293.15
1071,"n-2oh,ph + 2ac",L,293.15
1072,"n-2oh,ph + 3ac",L,293.15
1073,"n-2oh,ph + 4ac",L,293.15
1074,n-2oh + 3ac,H,288.15
1075,n-2oh + ac,H,298.2
1076,n-2oh + for,L,298.15
1077,n-2oh + hso4,H,298.2
1078,n-2oh + la,H,298.2
1079,n-2oh + mal,H,338.15
1080,n-2oh + no3,L,298.2
1081,"n-2ono2,1,1,1 + dca",H,298.0
1082,"n-2oso3h,1,1,1 + ntf2",H,298.0
1083,"n-2oso3h,2,2,2 + ntf2",H,298.0
1084,"n-2oso3h,6,6,6 + ntf2",H,298.0
1085,"n-2oso3h,8,8,8 + ntf2",H,298.0
1086,"n-3(1[f]),2,2,1 + ntf2",H,293.15
1087,"n-3,1,1,1 + c1c2",L,298.0
1088,"n-3,1,1,1 + ntf2",L,292.5
1089,"n-3,1,1,1 + tsac",L,298.2
1090,"n-3,2,1,1 + al(ohfip)4",L,298.2
1091,"n-3,2,1,1 + al2br7",L,281.0
1092,"n-3,2,1,1 + ntf2",L,293.15
1093,"n-3,2,2,1 + ntf2",L,298.2
1094,"n-3,2,2,1 + tfesi",H,283.15
1095,"n-3,3,2,1 + ntf2",L,293.15
1096,"n-3,3,3,3 + oh",L,298.15
1097,"n-3,3,3,3 + so4-4",H,308.15
1098,"n-3,3 + scn",L,298.0
1099,"n-3,3i,1,1 + ntf2",H,278.15
1100,n-3 + ac,H,293.15
1101,n-3 + for,L,298.0
1102,n-3 + no3,L,283.15
1103,"n-3cooh,1,1,1 + ntf2",H,298.0
1104,"n-3i,1,1,1 + tsac",L,298.2
1105,"n-3i,3i,1 + ac",L,298.2
1106,"n-3i,3i,1 + for",L,298.2
1107,"n-3i,3i,1 + hf2",L,298.2
1108,"n-3i,3i,2 + ac",L,298.2
1109,"n-3i,3i,2 + for",L,298.2
1110,"n-3i,3i,2 + hf2",L,298.2
1111,n-3o1 + ac,H,288.15
1112,"n-3oh[2](cl),1,1,1 + ntf2",H,283.2
1113,n-3oh[2] + for,H,298.2
1114,n-3oh + ac,H,318.15
1115,n-3oh + for,H,288.15
1116,n-3oh + mal,H,348.15
1117,n-3oh + tfa,H,293.15
1118,"n-3oso3h,1,1,1 + ntf2",H,298.0
1119,"n-3so3h,4i + hso4",H,308.15
1120,"n-4,1,1,1 + ntf2",H,278.15
1121,"n-4,2,1,1 + bf3-1[f]",H,298.2
1122,"n-4,2,1,1 + bf3-2[f]",L,298.2
1123,"n-4,2,1,1 + ntf2",L,298.2
1124,"n-4,2,1,1 + so4-2",H,298.15
1125,"n-4,2,2,1 + al2br7",L,281.0
1126,"n-4,2,2,1 + bf3-2[f]o1[f]",L,298.2
1127,"n-4,2,2,1 + ntf2",L,298.2
1128,"n-4,2,2,1 + tfesi",H,283.15
1129,"n-4,2,2,2 + ac",H,298.2
1130,"n-4,3,1,1 + al2br7",L,281.0
1131,"n-4,3,1,1 + ntf2",L,298.2
1132,"n-4,3i,1,1 + ntf2",H,278.15
1133,"n-4,4,4,1 + al(ohfip)4",L,298.2
1134,"n-4,4,4,1 + dca",H,298.2
1135,"n-4,4,4,1 + ntf2",H,298.15
1136,"n-4,4,4,4 + al(ohfip)4",L,313.2
1137,"n-4,4,4,4 + bala",H,298.15
1138,"n-4,4,4,4 + behss",H,298.15
1139,"n-4,4,4,4 + bes",H,313.15
1140,"n-4,4,4,4 + bf2ox",L,303.15
1141,"n-4,4,4,4 + capso",H,308.15
1142,"n-4,4,4,4 + croc",H,308.2
1143,"n-4,4,4,4 + gly",H,298.15
1144,"n-4,4,4,4 + mopso",H,308.15
1145,"n-4,4,4,4 + oh",L,298.15
1146,"n-4,4,4,4 + phen-no2[2],no2[4],no2[6]",L,364.0
1147,"n-4,4,4,4 + so3-4[f]",H,293.15
1148,"n-4,4,4,4 + so3-8[f]",H,293.15
1149,"n-4,4,4,4 + so4-1,1[f],chf2",H,298.2
1150,"n-4,4,4,4 + so4-1,3[f],chf2",L,298.2
1151,"n-4,4,4,4 + val",H,298.15
1152,"n-4,4,4 + no3",H,298.0
1153,"n-4,4 + for",L,298.2
1154,"n-4,4 + po2-o4,o4",L,298.2
1155,n-4 + ac,H,293.15
1156,n-4 + for,L,298.0
1157,n-4 + hso4,H,288.15
1158,n-4 + no3,L,283.15
1159,n-4 + scn,L,298.0
1160,n-4i + for,H,300.2
1161,"n-4oso3h,1,1,1 + ntf2",H,298.0
1162,n-4s + scn,H,298.0
1163,"n-4so3h,4i + hso4",H,298.15
1164,"n-5,2,1,1 + ntf2",H,273.15
1165,"n-5,2,2,2 + al(ohfip)4",L,298.2
1166,"n-5,2,2,2 + al2br7",L,281.0
1167,"n-5,2,2,2 + ntf2",L,298.15
1168,"n-5,5,5,5 + behss",H,298.15
1169,"n-5,5,5,5 + c1c2",H,298.0
1170,"n-5,5,5,5 + ntf2",H,298.0
1171,"n-5,5,5,5 + tsac",H,298.0
1172,n-5 + for,L,298.2
1173,n-5i + for,H,300.2
1174,"n-6,1,1,1 + ntf2",L,298.15
1175,"n-6,2,2,2 + dca",L,298.2
1176,"n-6,2,2,2 + ntf2",H,293.25
1177,"n-6,3i,1,1 + ntf2",H,278.15
1178,"n-6,4,4,4 + ntf2",H,298.15
1179,"n-6,6,6,2 + al(ohfip)4",L,298.2
1180,"n-6,6,6,2 + ntf2",H,298.2
1181,"n-6,6,6,6 + behss",H,298.15
1182,"n-6,6,6,6 + ntf2",H,298.0
1183,"n-6,6,6,6 + ph-coo",H,298.0
1184,"n-7,1,1,1 + ntf2",L,298.15
1185,"n-7,2,1,1 + ntf2",H,273.15
1186,"n-7,2,2,2 + ntf2",H,293.25
1187,"n-7,3i,3i,2 + ntf2",H,298.15
1188,"n-7,4,4,4 + ntf2",H,298.15
1189,"n-7,7,7,7 + behss",H,298.15
1190,"n-7,7,7,7 + cl",H,298.0
1191,"n-7,7,7,7 + ntf2",H,298.0
1192,"n-8,1,1,1 + ntf2",L,298.15
1193,"n-8,2,2,2 + dca",H,298.2
1194,"n-8,2,2,2 + fsa",L,298.15
1195,"n-8,2,2,2 + ntf2",H,293.05
1196,"n-8,4,4,4 + ntf2",H,298.15
1197,"n-8,4,4,4 + otf",H,298.15
1198,"n-8,8,8,1 + al(ohfip)4",L,298.2
1199,"n-8,8,8,1 + cl",H,313.0
1200,"n-8,8,8,1 + ntf2",H,298.0
1201,"n-8,8,8,1 + so4-1,1[f],chf2",H,298.2
1202,"n-8,8,8,1 + so4-1,1[f]",H,298.2
1203,"n-8,8,8,1 + so4-1,3[f],chf2",H,298.2
1204,"n-8,8,8,1 + tfa",H,298.2
1205,"n-8,8,8,1 + tfpb",H,329.0
1206,"n-8,8,8,8 + behss",H,298.15
1207,"n-8,8,8 + 8ac-6[2]",L,293.15
1208,"n-8,8,8 + ac-2ph",L,293.15
1209,"n-8,8,8 + naphthoate2",H,293.15
1210,"n-8,8,8 + ph-coo[1],4t[4]",L,293.15
1211,"n-[2o]21,1,1,1 + ntf2",L,298.0
1212,"n-[2o]21,2,1,1 + ntf2",H,273.15
1213,"n-[2o]21,[2o]21,[2o]21,2 + ntf2",L,293.15
1214,"n-a,1,1,1 + tsac",L,298.2
1215,"n-a,a + ac",L,288.15
1216,"n-a,a + for",L,288.15
1217,"n-a,a + mal",H,318.15
1218,"n-ch,10,1,1 + ac",L,298.2
1219,"n-ch,12,1,1 + ac",L,298.2
1220,"n-ch,2,1,1 + ac",L,373.2
1221,"n-ch,4,1,1 + ac-[o2]2o1",L,298.2
1222,"n-ch,4,1,1 + ac-o1",L,298.2
1223,"n-ch,4,1,1 + ac-o2",L,373.2
1224,"n-ch,4,1,1 + ac-o2o1",L,373.2
1225,"n-ch,4,1,1 + ac",L,298.2
1226,"n-ch,4,1,1 + for",L,298.2
1227,"n-ch,6,1,1 + ac-[o2]2o1",L,298.2
1228,"n-ch,6,1,1 + ac-o1",L,298.2
1229,"n-ch,6,1,1 + ac-o2",L,373.2
1230,"n-ch,6,1,1 + ac-o2o1",L,298.2
1231,"n-ch,6,1,1 + ac",L,298.2
1232,"n-ch,6,1,1 + for",L,298.2
1233,"n-ch,8,1,1 + ac-[o2]2o1",L,298.2
1234,"n-ch,8,1,1 + ac-o1",L,298.2
1235,"n-ch,8,1,1 + ac-o2",L,373.2
1236,"n-ch,8,1,1 + ac-o2o1",L,298.2
1237,"n-ch,8,1,1 + ac",H,298.2
1238,"n-ch,8,1,1 + for",L,298.2
1239,"n-moxm,10,1,1 + ntf2",H,303.2
1240,"n-moxm,11,1,1 + ntf2",H,303.2
1241,"n-moxm,2,1,1 + ntf2",H,303.2
1242,"n-moxm,2,2,1 + ntf2",H,303.2
1243,"n-moxm,2,2,2 + ntf2",H,303.2
1244,"n-moxm,4,1,1 + ntf2",H,303.2
1245,"n-moxm,6,1,1 + ntf2",H,303.2
1246,"n-moxm,7,1,1 + ntf2",H,303.2
1247,"n-moxm,8,1,1 + ntf2",H,303.2
1248,"n-moxm,9,1,1 + ntf2",H,303.2
1249,"n-nh2,1cch,1,1 + dca",H,298.2
1250,"n-nh2,1cch,1,1 + ncnno2",H,298.2
1251,"n-nh2,1cn,1,1 + dca",H,298.2
1252,"n-nh2,1cn,1,1 + ncnno2",H,298.2
1253,"n-nh2,2,1,1 + dca",L,298.2
1254,"n-nh2,2oh,1,1 + dca",L,298.2
1255,"n-nh2,2oh,1,1 + ncnno2",L,298.2
1256,"n-nh2,4,1,1 + dca",L,298.2
1257,"n-nh2,4,1,1 + ncnno2",L,298.2
1258,"n-nh2,a,1,1 + dca",L,298.2
1259,"n-nh2,a,1,1 + ncnno2",L,298.2
1260,"n-ph,1,1,1 + ntf2",H,293.0
1261,"n=c-o1,1,1 + ntf2",L,298.2
1262,"n=c-o1,1,1 + otf",L,298.2
1263,"n=c-o2,1,1 + ntf2",L,298.2
1264,"n=c-o2,1,1 + otf",L,298.2
1265,"n=c1-o1,2,2 + ntf2",L,298.2
1266,"n=c1-o1,2,2 + otf",L,323.2
1267,"n=c1-o2,1,1 + ntf2",L,298.2
1268,"n=c1-o2,2,2 + ntf2",L,298.2
1269,"n=c1-o2,2,2 + otf",L,323.2
1270,"ox-2o1,1 + bf3-1[f]",L,298.2
1271,"ox-2o1,1 + bf3-2[f]",L,298.2
1272,"ox-2o1,1 + bf3-3[f]",L,298.2
1273,"ox-2o1,1 + bf3-4[f]",L,298.2
1274,"ox-2o1,1 + bf4",H,298.2
1275,"ox-2o1,1 + ntf2",L,298.2
1276,"ox-3,1 + ntf2",H,298.2
1277,"ox-3f,1 + ntf2",H,298.2
1278,"ox-4,1 + bf3-1[f]",L,298.2
1279,"ox-4,1 + bf3-2[f]",L,298.2
1280,"ox-4,1 + bf4",H,298.2
1281,"ox-4,1 + ntf2",L,298.2
1282,"p-10,2,2,2 + pyrazolide-no2[4]",H,278.15
1283,"p-10,4,4,4 + cl",H,293.15
1284,"p-10,6,6,6 + acsul",H,293.2
1285,"p-10,8,8,8 + cl",H,293.15
1286,"p-12,2,2,2 + ntf2",L,298.15
1287,"p-12,2,2,2 + pyrrolide-cn[2]",H,278.15
1288,"p-12,4,4,4 + bf4",H,298.2
1289,"p-12,4,4,4 + cl",H,303.15
1290,"p-12,4,4,4 + ntf2",H,298.2
1291,"p-12,4,4,4 + pyrrolide-cn[2]",H,283.15
1292,"p-12,4,4,4 + so3-ph-coo1[3],coo1[5]",H,303.2
1293,"p-12,4,4,4 + triazolide123",H,278.15
1294,"p-12,6,6,6 + acsul",H,293.2
1295,"p-12,8,8,8 + cl",H,293.15
1296,"p-14,4,4,4 + bmb",H,313.15
1297,"p-14,4,4,4 + bscb",H,293.15
1298,"p-14,4,4,4 + dbs",H,303.2
1299,"p-14,4,4,4 + po2-o8i,o8i",H,295.2
1300,"p-14,6,6,6 + 8ac",H,278.15
1301,"p-14,6,6,6 + ac-nh1",H,283.15
1302,"p-14,6,6,6 + ac",H,278.15
1303,"p-14,6,6,6 + acsul",H,293.2
1304,"p-14,6,6,6 + ala",H,283.15
1305,"p-14,6,6,6 + behss",H,298.15
1306,"p-14,6,6,6 + benzimidazolide-br[6]",H,283.15
1307,"p-14,6,6,6 + benzimidazolide-s1[2]",H,283.15
1308,"p-14,6,6,6 + benzimidazolide",H,283.15
1309,"p-14,6,6,6 + bf4",H,278.15
1310,"p-14,6,6,6 + bmb",H,313.15
1311,"p-14,6,6,6 + bmlb",H,303.15
1312,"p-14,6,6,6 + bob",H,313.15
1313,"p-14,6,6,6 + br",H,278.15
1314,"p-14,6,6,6 + bscb",H,293.15
1315,"p-14,6,6,6 + cl",H,293.15
1316,"p-14,6,6,6 + cocl4",H,293.15
1317,"p-14,6,6,6 + cyc",H,313.0
1318,"p-14,6,6,6 + dbs",H,313.0
1319,"p-14,6,6,6 + dca",H,298.15
1320,"p-14,6,6,6 + fap",H,283.1
1321,"p-14,6,6,6 + fecl4",H,283.15
1322,"p-14,6,6,6 + fpi",H,293.0
1323,"p-14,6,6,6 + gdcl6",H,293.15
1324,"p-14,6,6,6 + gly",H,283.15
1325,"p-14,6,6,6 + hfps",H,283.1
1326,"p-14,6,6,6 + ile",H,283.15
1327,"p-14,6,6,6 + imidazolide-1[2],no2[5]",H,278.15
1328,"p-14,6,6,6 + imidazolide-cl[4],cl[5]",H,278.15
1329,"p-14,6,6,6 + imidazolide-cn[4],cn[5]",H,278.15
1330,"p-14,6,6,6 + imidazolide-no2[4]",H,278.15
1331,"p-14,6,6,6 + indazolide",H,283.15
1332,"p-14,6,6,6 + leu",H,283.15
1333,"p-14,6,6,6 + mncl4",H,293.15
1334,"p-14,6,6,6 + naph1",H,296.2
1335,"p-14,6,6,6 + naph2",H,296.2
1336,"p-14,6,6,6 + ntf2",H,278.15
1337,"p-14,6,6,6 + ox",H,283.2
1338,"p-14,6,6,6 + phen-1[2],1[4]",H,296.2
1339,"p-14,6,6,6 + phen-1[2],1[6]",H,296.2
1340,"p-14,6,6,6 + phen-1[2]",H,296.2
1341,"p-14,6,6,6 + phen-1[3]",H,296.2
1342,"p-14,6,6,6 + phen-1[4]",H,296.2
1343,"p-14,6,6,6 + phen-1[f][4]",H,296.2
1344,"p-14,6,6,6 + phen-3i[4]",H,296.2
1345,"p-14,6,6,6 + phen-4t[4]",H,296.2
1346,"p-14,6,6,6 + phen-cl[2],cl[4],cl[6]",H,296.2
1347,"p-14,6,6,6 + phen-cl[2],cl[4]",H,296.2
1348,"p-14,6,6,6 + phen-cl[2]",H,296.2
1349,"p-14,6,6,6 + phen-cl[3]",H,296.2
1350,"p-14,6,6,6 + phen-cl[4]",H,296.2
1351,"p-14,6,6,6 + phen-no2[4]",H,296.2
1352,"p-14,6,6,6 + phen-o1[3]",H,296.2
1353,"p-14,6,6,6 + phen-o1[4]",H,296.2
1354,"p-14,6,6,6 + phen",H,296.2
1355,"p-14,6,6,6 + po2-8i,8i",H,298.15
1356,"p-14,6,6,6 + po2-o8i,o8i",H,295.2
1357,"p-14,6,6,6 + pyrazolide-cf3[3]",H,283.15
1358,"p-14,6,6,6 + pyrazolide-no2[4]",H,278.15
1359,"p-14,6,6,6 + sac",H,313.0
1360,"p-14,6,6,6 + so3-1",H,278.15
1361,"p-14,6,6,6 + tetrazolide",H,278.15
1362,"p-14,6,6,6 + tpes",H,283.1
1363,"p-14,6,6,6 + triazolide",H,283.15
1364,"p-14,6,6,6 + triazolide123",H,278.15
1365,"p-14,6,6,6 + val",H,283.15
1366,"p-14,8,8,8 + behss",H,293.15
1367,"p-14,8,8,8 + cl",H,293.15
1368,"p-16,6,6,6 + acsul",H,293.2
1369,"p-18,4,4,4 + pyrrolide-cn[2]",H,283.15
1370,"p-18,4,4,4 + triazolide123",L,323.15
1371,"p-1o1,1,1,1 + fsa",L,298.15
1372,"p-1o1,1,1,1 + ntf2",L,298.15
1373,"p-1o1,2,2,2 + dca",L,298.2
1374,"p-1o1,2,2,2 + ntf2",L,298.15
1375,"p-1o1,4,4,4 + triazolide123",H,278.15
1376,"p-1o2,2,2,2 + triazolide123",L,303.15
1377,"p-1o2o1,2,2,2 + imidazolide-1[2],no2[5]",H,278.15
1378,"p-1o2o1,2,2,2 + pyrazolide-no2[4]",H,278.15
1379,"p-1o2o1,2,2,2 + triazolide123",H,278.15
1380,"p-1ph,2,2,2 + ntf2",H,298.15
1381,"p-1pha[4],8,8,8 + bf4",H,293.2
1382,"p-1pha[4],8,8,8 + no2",H,298.2
1383,"p-1pha[4],8,8,8 + ntf2",H,293.2
1384,"p-1pha[4],8,8,8 + pf6",H,293.2
1385,"p-2,2,2,2 + pyrrolide-cn[2]",H,278.15
1386,"p-2o1,2,2,2 + dca",L,298.2
1387,"p-2o1,2,2,2 + ntf2",L,298.15
1388,"p-2oh,4,4,4 + ntf2",L,303.2
1389,"p-2oso3h,4,4,4 + ntf2",H,298.0
1390,"p-2oso3h,8,8,8 + ntf2",H,298.0
1391,"p-2v,2,2,2 + pyrazolide-no2[4]",L,298.15
1392,"p-3,1,1,1 + fsa",L,298.15
1393,"p-3chch2,2,2,2 + ntf2",L,298.2
1394,"p-3nh2,4,4,4 + ala",H,298.15
1395,"p-3nh2,4,4,4 + arg",H,308.1
1396,"p-3nh2,4,4,4 + asn",H,328.1
1397,"p-3nh2,4,4,4 + asp",H,328.1
1398,"p-3nh2,4,4,4 + cys",H,338.1
1399,"p-3nh2,4,4,4 + gln",H,328.1
1400,"p-3nh2,4,4,4 + glu",H,328.1
1401,"p-3nh2,4,4,4 + gly",H,298.1
1402,"p-3nh2,4,4,4 + ile",H,298.1
1403,"p-3nh2,4,4,4 + leu",H,298.15
1404,"p-3nh2,4,4,4 + lys",H,298.1
1405,"p-3nh2,4,4,4 + met",H,298.1
1406,"p-3nh2,4,4,4 + phe",H,298.1
1407,"p-3nh2,4,4,4 + pro",H,298.1
1408,"p-3nh2,4,4,4 + ser",H,298.1
1409,"p-3nh2,4,4,4 + thr",H,298.1
1410,"p-3nh2,4,4,4 + tyr",H,348.1
1411,"p-3nh2,4,4,4 + val",H,298.15
1412,"p-3oh(oh[2]),8,8,8 + bf4",H,293.2
1413,"p-3oh(oh[2]),8,8,8 + cl",H,293.2
1414,"p-3oh(oh[2]),8,8,8 + no2",H,293.2
1415,"p-3oh(oh[2]),8,8,8 + ntf2",H,293.2
1416,"p-3oh(oh[2]),8,8,8 + pf6",H,293.2
1417,"p-4,2,2,2 + dca",L,298.2
1418,"p-4,2,2,2 + imidazolide-1[2],no2[5]",H,278.15
1419,"p-4,2,2,2 + po2-o2,o2",H,303.2
1420,"p-4,2,2,2 + pyrazolide-no2[4]",H,278.15
1421,"p-4,2,2,2 + pyrrolide-cn[2]",L,293.15
1422,"p-4,4,4,1 + cl",H,293.15
1423,"p-4,4,4,1 + dca",L,298.2
1424,"p-4,4,4,1 + ntf2",H,298.2
1425,"p-4,4,4,1 + po2-8i,8i",H,323.15
1426,"p-4,4,4,1 + po2-o1,o1",H,303.2
1427,"p-4,4,4,1 + so4-1",H,293.15
1428,"p-4,4,4,1 + so4-12",H,288.15
1429,"p-4,4,4,2 + po2-o2,o2",H,293.15
1430,"p-4,4,4,4 + 1ac",H,298.15
1431,"p-4,4,4,4 + 2ac",L,298.15
1432,"p-4,4,4,4 + ac",H,298.15
1433,"p-4,4,4,4 + ala",H,293.2
1434,"p-4,4,4,4 + bala",H,293.2
1435,"p-4,4,4,4 + bes",H,288.15
1436,"p-4,4,4,4 + capso",H,288.15
1437,"p-4,4,4,4 + for",H,298.15
1438,"p-4,4,4,4 + gly",H,293.2
1439,"p-4,4,4,4 + lys",H,293.2
1440,"p-4,4,4,4 + mopso",H,288.15
1441,"p-4,4,4,4 + phen-f[2]",L,303.15
1442,"p-4,4,4,4 + phen-f[3]",L,303.15
1443,"p-4,4,4,4 + phen-f[4]",L,303.15
1444,"p-4,4,4,4 + phen",L,303.15
1445,"p-4,4,4,4 + po2-8i,8i",H,298.15
1446,"p-4,4,4,4 + po2-o8i,o8i",H,295.2
1447,"p-4,4,4,4 + pro",H,298.15
1448,"p-4,4,4,4 + ps2-o2,o2",H,303.2
1449,"p-4,4,4,4 + sac",H,313.0
1450,"p-4,4,4,4 + ser",H,293.2
1451,"p-4,4,4,4 + val",H,298.15
1452,"p-4,4,4 + bf4",H,293.15
1453,"p-4i,1,1,1 + fsa",L,298.15
1454,"p-4i,4i,4i,1 + so3-ph1",H,298.15
1455,"p-5,2,2,2 + al2br7",L,281.0
1456,"p-5,2,2,2 + fsa",L,298.15
1457,"p-5,2,2,2 + ntf2",L,298.15
1458,"p-6,1,1,1 + ntf2",L,298.0
1459,"p-6,1,1,1 + tsac",L,298.0
1460,"p-6,2,2,2 + dca",L,298.2
1461,"p-6,4,4,4 + cl",H,303.15
1462,"p-6,4,4,4 + ntf2",H,278.15
1463,"p-6,6,6,2 + acsul",H,293.2
1464,"p-6,6,6,3 + acsul",H,293.2
1465,"p-6,6,6,4 + acsul",H,293.2
1466,"p-6,6,6,4i + bmb",L,313.2
1467,"p-6,6,6,4i + bob",H,313.2
1468,"p-6,6,6,4i + br",H,313.2
1469,"p-6,6,6,4i + bscb",H,313.2
1470,"p-6,6,6,6 + acsul",H,293.2
