IL ID,Label,Viscosity Group,Temp
1471,"p-7,2,2,2 + pyrazolide-no2[4]",H,278.15
1472,"p-7,6,6,6 + acsul",H,293.2
1473,"p-8,1,1,1 + po2-8i,8i",H,298.15
1474,"p-8,2,2,2 + dca",L,298.2
1475,"p-8,2,2,2 + imidazolide-1[2],no2[5]",H,278.15
1476,"p-8,2,2,2 + imidazolide-no2[4]",H,278.15
1477,"p-8,2,2,2 + ntf2",L,298.15
1478,"p-8,2,2,2 + pyrazolide-no2[4]",H,278.15
1479,"p-8,2,2,2 + pyrrolide-cn[2]",H,278.15
1480,"p-8,4,4,4 + bf4",H,298.2
1481,"p-8,4,4,4 + bmb",H,303.15
1482,"p-8,4,4,4 + bscb",H,293.15
1483,"p-8,4,4,4 + cl",H,293.15
1484,"p-8,4,4,4 + dca",H,298.2
1485,"p-8,4,4,4 + ntf2",H,298.15
1486,"p-8,4,4,4 + otf",H,298.2
1487,"p-8,4,4,4 + pf6",H,298.2
1488,"p-8,4,4,4 + po2-o8i,o8i",H,295.2
1489,"p-8,4,4,4 + scn",H,298.2
1490,"p-8,4,4,4 + so3-ph1",H,298.2
1491,"p-8,4,4,4 + tfa",H,298.2
1492,"p-8,6,6,6 + acsul",H,293.2
1493,"p-8,8,8,1 + ntf2",H,283.15
1494,"p-8,8,8,3 + cl",H,303.15
1495,"p-8,8,8,4 + cl",H,293.15
1496,"p-8,8,8,5 + cl",H,293.15
1497,"p-8,8,8,6 + cl",H,293.15
1498,"p-8,8,8,7 + cl",H,293.15
1499,"p-8,8,8,8 + br",H,318.15
1500,"p-8,8,8,8 + cl",H,293.15
1501,"p-8,8,8,8 + ntf2",H,298.15
1502,"p-8,8,8,8 + po2-o8i,o8i",H,313.2
1503,"p-8,8,8,8 + tb",H,298.2
1504,"p-9,2,2,2 + pyrazolide-no2[4]",H,278.15
1505,"p-9,8,8,8 + cl",H,293.15
1506,"p-a,1,1,1 + ntf2",L,298.15
1507,"p-a,1,1,1 + tfa",L,298.15
1508,"p-a,4,4,4 + ntf2",L,303.2
1509,pip-1 + bf4,L,303.15
1510,pip-1 + tfa-2[f],L,298.0
1511,pip-1 + tfa-4[f],L,298.0
1512,pip-1 + tfa-6[f],H,298.0
1513,pip-1 + tfa,L,298.0
1514,"pip-1cn,1 + ntf2",H,292.0
1515,"pip-1coo1,2 + ntf2",H,293.1
1516,"pip-1o1,1 + ntf2",L,298.0
1517,"pip-1o1,2 + ntf2",L,293.1
1518,"pip-2,1 + po3h-2",L,293.18
1519,"pip-2,1 + so4-2",H,303.15
1520,"pip-2o1,1,1[3] + ntf2",L,298.0
1521,"pip-2o1,1,1[3] + otf",H,298.0
1522,"pip-2o1,1,1[3] + tfa",H,298.0
1523,"pip-2o1,1 + bf3-1[f]",H,298.2
1524,"pip-2o1,1 + bf3-2[f]",L,298.2
1525,"pip-2o1,1 + bf3-3[f]",L,298.2
1526,"pip-2o1,1 + bf3-4[f]",L,298.2
1527,"pip-2o1,1 + bf4",H,298.2
1528,"pip-2o1,1 + fap",L,298.15
1529,"pip-2o1,1 + ntf2",L,298.15
1530,"pip-2o1,1 + otf",H,298.1
1531,"pip-2o1,1 + tfa",H,298.1
1532,"pip-2o1,2 + ntf2",L,293.1
1533,"pip-2o1,2o1 + ntf2",L,298.15
1534,"pip-2o1,2o2 + ntf2",L,298.15
1535,"pip-2oh,1 + ntf2",L,303.15
1536,"pip-2oh,2 + ntf2",L,303.15
1537,"pip-3(1[f]),1 + ntf2",H,298.2
1538,"pip-3,1 + c1c2",H,298.0
1539,"pip-3,1 + fsa",L,298.2
1540,"pip-3,1 + npfso2f",L,298.0
1541,"pip-3,1 + ntf2",L,293.2
1542,"pip-3,1 + tfesi",H,283.15
1543,"pip-3,1 + tsac",L,298.0
1544,"pip-3cn,1 + ntf2",H,292.0
1545,"pip-3cn,1 + scn",H,313.15
1546,"pip-3oh,1 + ntf2",L,303.15
1547,"pip-3oh,1 + scn",H,308.15
1548,"pip-3oh,2 + ntf2",H,303.15
1549,"pip-4,1,1[3] + ntf2",H,298.0
1550,"pip-4,1 + bf3-1[f]",H,298.2
1551,"pip-4,1 + dca",L,293.15
1552,"pip-4,1 + ntf2",L,298.15
1553,"pip-4,1 + otf",L,333.15
1554,"pip-4,1 + po3h-4",L,293.18
1555,"pip-4,1 + scn",H,318.15
1556,"pip-4,1 + tcb",L,298.2
1557,"pip-4,2 + ntf2",H,293.2
1558,"pip-4i,1 + ntf2",L,293.15
1559,"pip-5,1 + ntf2",H,293.2
1560,"pip-5,2 + ntf2",H,293.2
1561,"pip-6,1,1[3] + ntf2",H,298.0
1562,"pip-6,1 + ntf2",H,293.2
1563,"pip-6,1 + po3h-6",H,293.18
1564,"pip-7,1 + ntf2",H,293.2
1565,"pip-8,1 + ntf2",H,293.2
1566,"pip-8,1 + po3h-8",L,293.18
1567,"pip-[2o]21,1,1[3] + ntf2",L,298.1
1568,"pip-[2o]21,1,1[3] + otf",H,298.1
1569,"pip-[2o]21,1,1[3] + tfa",H,298.1
1570,"pip-[2o]21,1 + ntf2",L,298.0
1571,"pip-[2o]21,[2o]21 + ntf2",H,292.15
1572,"pip-a,1 + ntf2",L,298.2
1573,"pip-a,a + ntf2",L,298.2
1574,pip + ntf2,L,303.2
1575,"pipz-2,2 + so4-1,3[f],chf2",H,298.2
1576,pipz-2 + 1ac,H,298.15
1577,"pphin-4,1 + ntf2",L,298.2
1578,"pphin-ph,4 + ntf2",L,348.2
1579,"pphol-4,1 + ntf2",L,298.2
1580,"pphol-ph,4 + ntf2",H,298.2
1581,py(D)-2D + fap,L,293.15
1582,"py-1,1[3] + so4-1",L,298.15
1583,"py-1,2[2] + so4-1",H,298.15
1584,"py-10,py[4] + ntf2",L,298.0
1585,py-10 + fecl4,H,298.0
1586,py-10 + ntf2,H,293.1
1587,py-10cn + ntf2,H,292.0
1588,py-12 + ntf2,H,293.1
1589,py-16 + ntf2,L,353.2
1590,py-1[4] + hso4,H,293.15
1591,py-1 + so4-1,L,298.15
1592,py-1ch + ntf2,L,323.5
1593,"py-1cn,1[2],1[5] + ntf2",H,292.0
1594,"py-1cn,1[3] + ntf2",L,292.0
1595,"py-1cn,1[4] + ntf2",H,292.0
1596,py-1coo2 + ntf2,H,293.15
1597,"py-1o1,dma[4] + ntf2",L,293.2
1598,"py-1o2,dma[4] + ntf2",L,293.2
1599,"py-1o3,dma[4] + ntf2",L,293.2
1600,"py-1o4,dma[4] + ntf2",L,293.2
1601,"py-1o5,dma[4] + ntf2",L,293.2
1602,"py-1o6,dma[4] + ntf2",L,293.2
1603,"py-1o7,dma[4] + ntf2",L,293.2
1604,"py-1o8,dma[4] + ntf2",L,293.2
1605,"py-1o9,dma[4] + ntf2",L,293.2
1606,"py-1ph,1[2] + ntf2",L,298.0
1607,"py-1ph,1[3] + ntf2",L,298.0
1608,"py-1ph,1[4] + ntf2",L,298.0
1609,py-1ph + ntf2,L,298.0
1610,"py-2,1[2] + ntf2",L,293.15
1611,"py-2,1[3] + ntf2",L,293.15
1612,"py-2,1[3] + so3-4[f]",H,308.15
1613,"py-2,1[3] + so4-2",L,298.15
1614,"py-2,1[3] + tfa-3[f]",H,293.15
1615,"py-2,1[4] + ntf2",L,298.1
1616,"py-2,1[4] + so3-4[f]",H,283.15
1617,"py-2,1[f][3] + ntf2",L,303.15
1618,"py-2,1[f][4] + ntf2",L,303.15
1619,"py-2,2[2] + ntf2",L,293.15
1620,"py-2,2[2] + so4-2",H,298.15
1621,"py-2,3[2] + ntf2",L,293.15
1622,"py-2,4[2] + ntf2",L,293.15
1623,"py-2,5[2] + ntf2",L,293.15
1624,"py-2,6[2] + ntf2",L,293.15
1625,"py-2,7[2] + ntf2",L,293.15
1626,"py-2,8[2] + ntf2",H,293.15
1627,"py-2,cn[2] + ntf2",H,298.15
1628,"py-2,cn[2] + so4-2",H,293.15
1629,"py-2,cn[3] + ntf2",L,348.15
1630,"py-2,cn[3] + so4-2",H,293.15
1631,"py-2,cn[4] + ntf2",L,328.15
1632,"py-2,cn[4] + so4-2",H,293.15
1633,"py-2,coo2[3] + so4-2",H,283.0
1634,py-2 + dca,L,298.0
1635,py-2 + fap,L,293.15
1636,py-2 + ntf2,L,298.15
1637,py-2 + otf,L,293.15
1638,"py-2 + so4-1,3[f],chf2",H,298.2
1639,py-2 + so4-2,L,298.15
1640,py-2cn + ntf2,H,292.0
1641,py-2o1 + ntf2,L,293.15
1642,py-2oh + dca,L,298.0
1643,py-2oh + ntf2,H,273.15
1644,"py-3,1[3] + ntf2",L,278.15
1645,"py-3,1[3] + pf6",L,318.15
1646,py-3 + bf4,L,293.15
1647,py-3 + ntf2,L,308.15
1648,"py-3cn,1[2],1[5] + ntf2",L,292.0
1649,"py-3cn,1[2] + ntf2",H,292.0
1650,"py-3cn,1[3] + ntf2",L,292.0
1651,"py-3cn,1[4] + ntf2",H,292.0
1652,"py-3cn,2[2] + ntf2",L,292.0
1653,"py-3cn,2[4] + ntf2",H,292.0
1654,"py-3cn,coo1[3] + ntf2",H,292.0
1655,py-3cn + dca,L,298.2
1656,py-3cn + ntf2,H,292.0
1657,py-3oh + ntf2,L,293.15
1658,"py-4,1[2],1[3] + ntf2",H,283.31
1659,"py-4,1[2] + bf4",H,288.15
1660,"py-4,1[2] + ntf2",L,293.15
1661,"py-4,1[3],1[5] + ntf2",L,283.19
1662,"py-4,1[3] + bf4",H,278.15
1663,"py-4,1[3] + ccn3",L,298.15
1664,"py-4,1[3] + dca",L,298.15
1665,"py-4,1[3] + fap",L,293.15
1666,"py-4,1[3] + ntf2",H,278.15
1667,"py-4,1[3] + otf",L,293.15
1668,"py-4,1[3] + tcb",L,298.15
1669,"py-4,1[3] + tdi",H,283.15
1670,"py-4,1[4] + alcl4",L,293.15
1671,"py-4,1[4] + bf4",H,298.15
1672,"py-4,1[4] + ccn3",L,293.15
1673,"py-4,1[4] + ntf2",L,278.15
1674,"py-4,1[4] + scn",L,298.15
1675,"py-4,cn[3] + ntf2",H,293.15
1676,"py-4,cn[4] + ntf2",H,298.15
1677,"py-4,coo4[3] + ntf2",H,283.0
1678,"py-4,dma[4] + ntf2",H,283.0
1679,py-4 + al(ohfip)4,L,303.2
1680,py-4 + alcl4,L,303.15
1681,py-4 + bf4,H,283.15
1682,py-4 + dca,L,288.15
1683,py-4 + no3,L,303.15
1684,py-4 + ntf2,L,303.15
1685,py-4 + otf,L,298.15
1686,py-4 + scn,L,303.15
1687,"py-4 + so4-1,3[f],chf2",H,298.2
1688,"py-4i,1[3] + ntf2",L,293.15
1689,py-4so3h + hso4,H,293.15
1690,py-4so3h + otf,H,293.15
1691,py-5 + ntf2,L,298.15
1692,"py-5cn,1[2] + ntf2",H,292.0
1693,"py-5cn,1[3] + ntf2",L,292.0
1694,"py-5cn,1[4] + ntf2",L,292.0
1695,py-5cn + ntf2,L,292.0
1696,"py-6,1[3],1[5] + ntf2",H,283.0
1697,"py-6,1[3],dma[4] + ntf2",H,283.0
1698,"py-6,1[3] + ntf2",L,293.15
1699,"py-6,1[4] + alcl4",L,293.15
1700,"py-6,1[4] + ntf2",L,283.15
1701,"py-6,2[2],1[3],1[5] + ntf2",H,283.0
1702,"py-6,3[2],2[3],2[5] + ntf2",H,283.0
1703,"py-6,cn[3] + ntf2",H,293.15
1704,"py-6,cn[4] + ntf2",H,293.15
1705,"py-6,dma[4] + ntf2",H,283.0
1706,py-6 + alcl4,L,293.15
1707,py-6 + bf4,H,293.2
1708,py-6 + ntf2,L,298.15
1709,py-6 + scn,L,303.15
1710,py-7 + ntf2,L,293.15
1711,"py-8,1[2],1[3] + ntf2",H,283.3
1712,"py-8,1[2] + ntf2",H,273.15
1713,"py-8,1[3],1[5] + ntf2",H,283.2
1714,"py-8,1[3] + alcl4",L,293.15
1715,"py-8,1[3] + bf4",H,278.15
1716,"py-8,1[3] + ntf2",H,283.0
1717,"py-8,1[4] + alcl4",L,293.15
1718,"py-8,1[4] + bf4",H,273.15
1719,"py-8,1[4] + ntf2",L,298.15
1720,"py-8,1[4] + otf",H,298.15
1721,"py-8,cn[3] + ntf2",H,293.15
1722,"py-8,cn[4] + ntf2",H,298.15
1723,py-8 + alcl4,L,293.15
1724,py-8 + bf4,H,283.15
1725,py-8 + ntf2,H,278.15
1726,py-8 + scn,L,303.15
1727,py-[2o]21 + cl,H,303.15
1728,py-[2o]21 + ntf2,L,293.15
1729,py-[2o]31 + cl,H,303.15
1730,py-[2o]31 + ntf2,L,293.15
1731,py-[2o]41 + cl,H,303.15
1732,"py-moxm,1[2] + ntf2",H,323.2
1733,"py-moxm,4t[3] + ntf2",H,323.2
1734,py-moxm + ntf2,H,323.2
1735,py + 1ac,L,298.15
1736,py + ac,L,298.15
1737,py + for,L,298.15
1738,pyr-1(o)pyr + ntf2,L,303.2
1739,"pyr-1,1 + im41",H,293.0
1740,"pyr-1,1 + tsac",L,298.2
1741,"pyr-10,1 + ntf2",L,303.0
1742,pyr-1 + bf4,L,303.15
1743,pyr-1 + for,L,303.2
1744,pyr-1 + hso4,H,303.2
1745,"pyr-1ch,1 + ntf2",H,289.7
1746,"pyr-1dmsodmsph,1 + ntf2",L,298.0
1747,"pyr-1o1,1 + bf3-1[f]",L,298.2
1748,"pyr-1o1,1 + bf3-2[f]",L,298.2
1749,"pyr-1o1,1 + bf4",L,298.2
1750,"pyr-1o1,1 + fsa",L,273.15
1751,"pyr-1o1,1 + ntf2",L,273.15
1752,"pyr-1ph,1 + ntf2",H,298.0
1753,"pyr-2,1 + dca",L,298.1
1754,"pyr-2,1 + po3h-2",H,293.18
1755,"pyr-2,1 + so4-2",L,308.15
1756,"pyr-2o1,1 + bf3-1[f]",L,298.2
1757,"pyr-2o1,1 + bf3-2[f]",L,298.2
1758,"pyr-2o1,1 + bf3-3[f]",L,298.2
1759,"pyr-2o1,1 + bf3-4[f]",L,298.2
1760,"pyr-2o1,1 + bf4",H,298.2
1761,"pyr-2o1,1 + fap",L,298.15
1762,"pyr-2o1,1 + fsa",L,273.15
1763,"pyr-2o1,1 + im41",H,273.15
1764,"pyr-2o1,1 + npf2",H,273.15
1765,"pyr-2o1,1 + ntf2",L,293.0
1766,"pyr-2o1,1 + ntfso2f",H,273.2
1767,"pyr-2o1,2o1 + ntf2",L,298.15
1768,"pyr-2o1,2o2 + ntf2",L,298.15
1769,"pyr-2o2,1 + br",H,296.0
1770,"pyr-2o2,1 + dca",H,296.0
1771,"pyr-2o2,1 + ntf2",L,293.0
1772,"pyr-2oh,1 + dca",L,298.0
1773,"pyr-2oh,1 + ntf2",H,278.15
1774,"pyr-2ono2,1 + dca",L,298.0
1775,"pyr-3(1[f]),1 + ntf2",H,298.2
1776,"pyr-3,1 + bf3-2[f]o1[f]",L,298.2
1777,"pyr-3,1 + dca",L,298.2
1778,"pyr-3,1 + fsa",L,273.0
1779,"pyr-3,1 + im41",H,293.0
1780,"pyr-3,1 + npf2",H,293.0
1781,"pyr-3,1 + npfso2f",L,298.0
1782,"pyr-3,1 + ntf2",L,298.2
1783,"pyr-3,1 + ntfso2f",H,273.2
1784,"pyr-3,1 + tfesi",H,283.15
1785,"pyr-3[oh]2,1 + ntf2",H,278.15
1786,"pyr-3cn,1 + scn",H,298.15
1787,"pyr-3oh,1 + ntf2",L,303.15
1788,"pyr-3oh,1 + scn",H,298.15
1789,"pyr-4,1 + ac",L,298.15
1790,"pyr-4,1 + al(ohfip)4",L,333.2
1791,"pyr-4,1 + bf3-1[f]",L,298.2
1792,"pyr-4,1 + bf3-2[f]",L,298.2
1793,"pyr-4,1 + ccn3",L,308.15
1794,"pyr-4,1 + dca",L,298.0
1795,"pyr-4,1 + fap",H,293.15
1796,"pyr-4,1 + fpi",H,293.0
1797,"pyr-4,1 + fsa",L,298.15
1798,"pyr-4,1 + im41",H,293.0
1799,"pyr-4,1 + nms2",H,293.2
1800,"pyr-4,1 + npf2",H,293.0
1801,"pyr-4,1 + ntf2",L,298.15
1802,"pyr-4,1 + ntfso2f",H,273.2
1803,"pyr-4,1 + otf",H,293.15
1804,"pyr-4,1 + po3h-4",H,293.18
1805,"pyr-4,1 + scn",L,298.15
1806,"pyr-4,1 + so4-2",H,298.15
1807,"pyr-4,1 + so4-4",H,308.15
1808,"pyr-4,1 + tcb",L,298.15
1809,"pyr-4,2 + so4-2",L,328.15
1810,pyr-4 + ntf2,L,303.2
1811,"pyr-4i,1 + ntf2",L,303.15
1812,"pyr-5,1 + ntf2",L,303.0
1813,"pyr-6,1 + dca",L,298.2
1814,"pyr-6,1 + ntf2",L,303.0
1815,"pyr-6,1 + po3h-6",H,293.18
1816,"pyr-6nh2,1 + fap",H,293.15
1817,"pyr-7,1 + ntf2",L,303.0
1818,"pyr-8,1 + ntf2",L,303.0
1819,"pyr-8,1 + po3h-8",L,293.18
1820,"pyr-[2o]21,1 + ntf2",L,290.15
1821,"pyr-[2o]21,[2o]21 + ntf2",H,292.05
1822,"pyr-a,1 + dca",L,298.0
1823,"pyr-a,1 + no3",H,298.0
1824,"pyr-a,1 + ntf2",L,298.2
1825,"pyr-a,1 + scn",L,298.0
1826,"pyr-a,a + ntf2",L,298.2
1827,pyr-coo1[2] + no3,L,303.2
1828,pyr + 4ac,L,308.0
1829,pyr + 6ac,L,293.15
1830,pyr + 7ac,L,298.0
1831,pyr + ac,L,293.15
1832,pyr + for,L,293.15
1833,pyr + hso4,H,293.15
1834,pyr + no3,L,293.15
1835,pyr + ntf2,L,303.2
1836,"pyr + po2-o4,o4",L,298.2
1837,pyr + sac,H,298.2
1838,pyr + tfa-2[f],L,298.15
1839,pyr + tfa,L,293.15
1840,"pyrl-1,o2 + ntf2",L,323.2
1841,"pyrl-1,o2 + otf",L,323.2
1842,"pyrl-2,o1 + ntf2",L,298.2
1843,"pyrl-2,o1 + otf",L,298.2
1844,"pyrl-2,o2 + ntf2",L,298.2
1845,"pyrl-2,o2 + otf",L,298.2
1846,pyrl-3 + ntf2,L,298.2
1847,pyrl-4 + ntf2,L,298.2
1848,"pyrro-1,1 + br",L,293.15
1849,"pyrro-10,1 + br",L,298.2
1850,"pyrro-12,1 + br",L,298.2
1851,"pyrro-14,1 + br",L,298.2
1852,"pyrro-16,1 + br",L,298.2
1853,"pyrro-18,1 + br",L,298.2
1854,pyrro-1 + 1ac,L,293.15
1855,pyrro-1 + 2ac,L,293.15
1856,pyrro-1 + 3ac,L,293.15
1857,pyrro-1 + 4ac,L,293.15
1858,pyrro-1 + ac,L,293.15
1859,pyrro-1 + bf4,L,303.15
1860,pyrro-1 + for,L,293.15
1861,"pyrro-1epoxy,1 + ac",L,288.15
1862,"pyrro-1epoxy,1 + cl",L,293.15
1863,pyrro + 4ac,L,293.15
1864,pyrro + ac,L,293.15
1865,pyrro + bf4,H,298.2
1866,pyrro + for,L,293.15
1867,pyrro + tfa-2[f],L,298.15
1868,pyrro + tfa,L,298.2
1869,"pz-2,1 + dca",L,298.1
1870,"pz-2o1,1,1[3],1[5] + ntf2",L,298.0
1871,"pz-2o1,1 + dca",L,298.2
1872,"pz-2o1,2,1[3],1[5] + ntf2",L,298.0
1873,"pz-2o1,2 + dca",L,298.2
1874,"pz-2o2,1 + dca",L,298.2
1875,"pz-2o2,2 + dca",L,298.2
1876,"pz-3,1,1[3],1[5] + ntf2",L,292.6
1877,"pz-4,1,1[3],1[5] + dca",L,298.0
1878,"pz-4,1,1[3],1[5] + ntf2",L,298.0
1879,"pz-4,1 + dca",L,298.0
1880,"pz-4,1 + ntf2",L,298.0
1881,"pz-ph,1,1[3],1[5] + so3-1",H,308.15
1882,"pz-ph,4,1[3],1[5] + so3-1",H,313.15
1883,"pz-ph,5,1[3],1[5] + bf4",H,308.15
1884,"pz-ph,5,1[3],1[5] + so3-1",H,313.15
1885,"pz-ph,6,1[3],1[5] + bf4",H,308.15
1886,"pz-ph,6,1[3],1[5] + so3-1",H,313.15
1887,"pz-ph,7,1[3],1[5] + so3-1",H,313.15
1888,"qu-1,1 + ntf2",L,333.0
1889,"qu-2,2 + ntf2",L,333.0
1890,quin-6 + ntf2,L,323.2
1891,quini-18 + tfpb,H,329.0
1892,quini-4 + ntf2,L,323.2
1893,quini-6 + scn,H,298.2
1894,quini-8 + fsa,H,298.15
1895,quini-8 + ntf2,H,298.15
1896,quini-8 + scn,H,298.15
1897,"s-1,1,1 + dca",L,273.2
1898,"s-1,1,1 + ntf2",L,323.0
1899,"s-1cch,1,1 + ntf2",L,283.2
1900,"s-1coo2,1,1 + ntf2",H,283.2
1901,"s-2,1,1 + dca",L,253.2
1902,"s-2,1,1 + ntf2",L,298.15
1903,"s-2,2,1 + dca",L,253.2
1904,"s-2,2,1 + ntf2",L,298.15
1905,"s-2,2,2 + c1c2",L,298.0
1906,"s-2,2,2 + dca",L,253.2
1907,"s-2,2,2 + ntf2",L,298.2
1908,"s-2,2,2 + tsac",L,298.0
1909,"s-3,1,1 + ntf2",L,298.15
1910,"s-3,2,1 + ntf2",L,298.15
1911,"s-3,2,2 + ntf2",L,298.15
1912,"s-3,3,1 + dca",L,253.2
1913,"s-3,3,2 + dca",L,253.2
1914,"s-4,1,1 + ntf2",L,298.15
1915,"s-4,2,1 + ntf2",L,298.15
1916,"s-4,2,2 + ntf2",L,298.15
1917,"s-4,4,1 + dca",H,253.2
1918,"s-4,4,2 + dca",H,253.2
1919,"s-4,4,4 + ntf2",L,298.2
1920,"s-5,1,1 + ntf2",L,298.15
1921,"s-5,2,1 + ntf2",L,298.15
1922,"s-5,2,2 + ntf2",L,298.15
1923,"tetraz-1,s2[5] + po2-o2,o2",L,298.15
1924,tht-1 + dca,L,273.1
1925,tht-2 + dca,H,253.2
1926,tht-2 + no3,L,303.1
1927,tht-3 + ntf2,L,298.2
1928,tht-4 + dca,H,253.2
1929,tht-4 + ntf2,L,298.2
1930,tht-5 + ntf2,L,298.2
1931,thtp-3 + ntf2,L,303.2
1932,thtp-4 + ntf2,L,298.2
1933,thtp-5 + ntf2,L,298.2
1934,"thz-1coo2,1[4] + ntf2",H,293.15
1935,"thz-1ph,1[4] + ntf2",H,293.15
1936,"thz-1ph,2oh[5],1[4] + ntf2",H,293.15
1937,"thz-2,2oh[5],1[4] + ntf2",H,293.15
1938,"thz-2oh,1[4] + ntf2",H,293.15
1939,"thz-4,1[4] + ntf2",L,293.15
1940,"trz123-10,1 + ntf2",L,303.15
1941,"trz123-12,1 + ntf2",L,303.15
1942,"trz123-4,1 + ntf2",L,303.15
1943,"trz123-6,1 + ntf2",L,303.15
1944,"trz123-8,1 + ntf2",L,303.15
1945,"trz124-10,1 + ntf2",H,298.2
1946,"trz124-12,1 + ntf2",H,298.2
1947,"trz124-2,1 + ntf2",L,298.2
1948,"trz124-3,1 + bf4",L,298.1
1949,"trz124-3,1 + i",H,298.1
1950,"trz124-3,1 + no3",H,298.1
1951,"trz124-3,1 + ntf2",L,298.2
1952,"trz124-3,1 + otf",L,298.1
1953,"trz124-3,1 + so3-1",H,298.1
1954,"trz124-3,1 + so3-ph1",H,298.1
1955,"trz124-4,1 + ntf2",L,298.2
1956,"trz124-4so3h,5 + otf",L,293.15
1957,"trz124-4so3h,5 + tfa",L,293.15
1958,"trz124-6,1 + ntf2",L,298.2
1959,"trz124-8,1 + ntf2",L,298.2
1960,"turea-2,(1,0),(1,0) + so4-2",H,298.2
1961,"turea-2,(2,0),(2,0) + ntf2",L,298.2
1962,"turea-2,(2,0),(2,0) + so4-2",H,298.2
1963,turea-2 + so4-2,H,298.2
1964,"turea-4,(1,0),(1,0) + ntf2",L,293.2
1965,"turea-4,(1,1),(1,1) + ntf2",L,298.2
1966,"turea-4,(2,0),(2,0) + ntf2",L,293.2
1967,turea-4 + ntf2,L,323.2
1968,"turea-6,(1,0),(1,0) + ntf2",L,298.2
1969,"turea-6,(1,1),(1,1) + ntf2",L,298.2
1970,turea-6 + ntf2,L,328.2
1971,"turea-8,(1,0),(1,0) + ntf2",L,293.2
1972,"turea-8,(1,1),(1,1) + ntf2",L,298.2
1973,"turea-8,(2,0),(2,0) + ntf2",H,293.2
1974,turea-8 + ntf2,H,293.2
