IL ID,Cation,Anion,a,b,R^2
454,"im-3,1,1",bf4,-0.8721628838402818,0.003496224079308495,0.9984504326715395
455,"im-3,1,1",ctf3,-0.844359610236029,0.003310220909687423,0.9994122573929709
456,"im-3,1,1",hso4,-1.1311954026701445,0.004421776094351159,0.9904000254798241
457,"im-3,1,1",ntf2,-0.6128119504024044,0.0028493112223759135,0.7934340720116093
458,"im-3,1,1",pyrazolide-no2[4],-1.0867731942637706,0.004119677664269508,0.999135007000038
459,"im-3,1,1o2",ntf2,-1.0048914805820395,0.0043060347655847295,0.9998852494426973
460,"im-3,1,1o3",ntf2,-0.9698363894898538,0.004166286560177077,0.9994724365615391
463,"im-3,1",alcl4,-0.6327873332810877,0.0035183493914158802,0.9973393457259093
468,"im-3,1",bf4,-0.9008960425910001,0.00393526782826184,0.9873973328604008
469,"im-3,1",h2po4,-1.086578090555828,0.0046167268829486584,0.9967415521680885
470,"im-3,1",hco3,-1.313939466975576,0.0054955326782041205,0.998896868567048
471,"im-3,1",i,-0.8459835919382855,0.0032666962740897035,0.9934450235061607
474,"im-3,1",ntf2,-0.8246814018205079,0.0038468696657041183,0.9657948839730385
475,"im-3,1",pf6,-0.8550481219554689,0.003519105064896807,0.9998592401774735
476,"im-3,1",scn,-0.6970572633398207,0.003504698004932193,0.9977166282696704
477,"im-3,2,1o2",ntf2,-1.004151284135814,0.00434768516438618,0.9996162423001183
478,"im-3,2,1o3",ntf2,-0.9938182119666064,0.004258533979832213,0.9998320886542624
479,"im-3,2",ntf2,-0.7612531136648285,0.003656243145195902,0.9987283916533833
480,"im-3,3",ntf2,-0.8100573122631056,0.003729603488114278,0.9984918029055816
485,"im-3cn,1",bf4,-0.7819467061036011,0.003241303717109653,0.9284924820763663
486,"im-3cn,1",dca,-0.8775520194744754,0.003683642990422281,0.9954192556605811
487,"im-3cn,1",ntf2,-0.8670789829078142,0.0035704156885090635,0.9966891735127495
496,"im-3i,1",ntf2,-0.7659081135223467,0.003613908984096692,0.9987850992673125
499,"im-3nh2,1",imidazolide,-1.315051255059956,0.00516435020787597,0.9997402070506991
500,"im-3o1,1",bf4,-0.6698496660275373,0.0029497952745817725,0.9589194672484058
501,"im-3o1,1",pf6,-0.9455247890204556,0.0038537694235353617,0.9997753840960543
506,"im-3oh,1",cl,-0.8166940685149532,0.0030602084106065744,0.9948846781542198
507,"im-3oh,2",cl,-0.7859772230995522,0.003003655891335539,0.997655279727622
513,"im-3so3h,1[2]",camphorsulfonate,-0.8630046807491745,0.003602563290808751,0.994408841439469
514,"im-3so3h,1",camphorsulfonate,-0.8870631660426564,0.003696086775901582,0.997720457739936
515,"im-3so3h,2[2]",camphorsulfonate,-1.0311520964899945,0.004113606270302195,0.9994799546085693
516,"im-3so3h,2",camphorsulfonate,-0.9587460238654805,0.003866844309016196,0.9999009914359778
517,"im-3so3h,4",camphorsulfonate,-0.9291997245122826,0.0036506342687590183,0.9995306305552789
518,"im-3so3h,ph[2]",camphorsulfonate,-0.927185698730199,0.003605536915130113,0.9986339183002966
519,im-3so3h,camphorsulfonate,-0.962362307763742,0.003949791237598673,0.9999608008019265
520,"im-4,1,1",al(ohfip)4,-0.8835407759780712,0.004051498976542916,0.9993957114308504
521,"im-4,1,1",bf4,-0.4596682666611248,0.0021363962886473903,0.7179861907279026
522,"im-4,1,1",dca,-0.8763983064732062,0.003926050305364045,0.9985901273987807
523,"im-4,1,1",fap,-0.9077617611871932,0.0037891176813981166,0.9993101336650411
525,"im-4,1,1",hso4,-0.8658741556778753,0.00347993187874764,0.9943738114353878
526,"im-4,1,1",ntf2,-0.668812714242821,0.003125146111725664,0.9787869786892499
527,"im-4,1,1",scn,-0.9842307827915387,0.003924827738380803,0.9982391177317446
530,"im-4,1,1",tcb,-0.7805482846714148,0.0037790185572964237,0.9998326043460306
531,"im-4,1,1o2",ntf2,-0.97917109418624,0.00421370645217864,0.999577378526238
532,"im-4,1,1o3",ntf2,-0.9981975230890575,0.004224498744116803,0.9998880667995284
533,"im-4,1",1ac,-0.9813139585895739,0.0038169798470040674,0.9999594300219921
534,"im-4,1",2ac,-0.9518239426591675,0.003699547028178387,0.999883259901382
535,"im-4,1",ac,-1.0111803061095652,0.003964432286659552,0.9826357305509146
536,"im-4,1",al(ohfip)4,-0.8485852075609841,0.003978018579591754,0.9997853705112024
537,"im-4,1",ala,-1.0332859617483627,0.004373880877576041,0.9996389404353881
538,"im-4,1",alcl4,-0.6042748277845235,0.0032711543382866197,0.9912771484634467
539,"im-4,1",behss,-0.5887522514793707,0.0022496627542291543,0.9995066448115631
540,"im-4,1",bf2ox,-1.0250567774384955,0.004234179186950364,0.9988083489720634
544,"im-4,1",bf3-ph-1[f][3],-0.9424835465857168,0.0039235848455931475,0.9996672119906014
545,"im-4,1",bf3-ph-1[f][4],-1.0179574703696568,0.004139680922794471,0.9998489862611173
546,"im-4,1",bf3-ph-cn[3],-1.0803463977676382,0.004231163523133465,0.9999459160791742
547,"im-4,1",bf3-ph-cn[4],-1.0794248685565508,0.004187804783123363,0.9999587532695037
548,"im-4,1",bf3-ph-f[2],-0.9351579650657351,0.0038604653396718956,0.9997686809207973
549,"im-4,1",bf3-ph-f[3],-0.9318505001695039,0.003978258373040636,0.9991499448840555
550,"im-4,1",bf3-ph-f[4],-0.9895723477645617,0.004112772204078482,0.999709884058463
551,"im-4,1",bf3-ph-o1[2],-1.067862987702309,0.0039213073985367684,0.9995499371996409
552,"im-4,1",bf3-ph-o1[3],-0.9693928118059207,0.0038842779395300477,0.9999660810593385
553,"im-4,1",bf3-ph-o1[4],-1.0201712926357025,0.003991307425997774,0.9999797841197793
554,"im-4,1",bf3-ph,-0.9109104478184707,0.0038656950757630284,0.9997990800686739
555,"im-4,1",bf4,-0.8896981491209286,0.003809557776189321,0.9826251543270959
557,"im-4,1",ccn3,-0.8584518955131419,0.0041170588616785036,0.9950613168185282
558,"im-4,1",cl,0.24572325559293876,0.0001080113307352489,0.0011552057525437975
559,"im-4,1",clo4,-0.7942511823956218,0.0033711804946067203,0.9993947428293855
560,"im-4,1",coscn4,-0.9672290899800958,0.0038426657099054355,0.9997748110803216
561,"im-4,1",ctf3,-0.8793489332266342,0.0035760752257828553,0.9998926641287633
562,"im-4,1",dca,-0.7569191884151196,0.0037525513155987713,0.9721064422661223
563,"im-4,1",fap,-0.7158383143769563,0.0033075750407631464,0.9943043007518302
565,"im-4,1",fecl4,-0.6835997595299877,0.0033950779320573335,0.9860649923992405
566,"im-4,1",for,-0.968950805393969,0.003949446208871212,0.999931852889494
568,"im-4,1",fsa,-0.7013324216447164,0.0035168765403730874,0.9978307104268526
569,"im-4,1",glu,-1.0586618319188796,0.004436743060473483,0.9964310051827335
570,"im-4,1",gly,0.349322415337041,-0.00030327197617843033,0.0034363802557051404
571,"im-4,1",glyc,-1.0988064627849778,0.0041374496106368905,0.9999714337437242
572,"im-4,1",h2po4,-0.8347674091522513,0.003586533408895696,0.9974922477757514
573,"im-4,1",hco3,-1.1693936476376834,0.004844432159139411,0.9954259413001032
574,"im-4,1",hfps,-0.800433116385862,0.0032720026175201305,0.9999712152728762
575,"im-4,1",hso4,-0.4749389299474249,0.002064034048450304,0.5762531517096999
576,"im-4,1",i,-0.9730499531546035,0.0037215521611141463,0.9965374335221764
577,"im-4,1",imidazolide,-1.0299066689753018,0.00402077024173069,0.9978182751136885
578,"im-4,1",la,-1.0264899759251354,0.003850802165420066,0.9999530780528098
579,"im-4,1",no3,-0.8978826241008309,0.0037593663416438756,0.9419825132977482
580,"im-4,1",npf2,-0.7062575537472935,0.003216345652228351,0.9821677551315362
581,"im-4,1",ntf2,-0.6414200367152085,0.003219439627946317,0.9626960720035889
582,"im-4,1",otf,-0.800434181362854,0.0035752150418093508,0.9860399623768102
583,"im-4,1",pf6,-0.7814008193957571,0.0032750544146607848,0.9765164617341731
584,"im-4,1",ph-coo,-1.0612593756842224,0.0038941414320326313,0.9999338876414998
585,"im-4,1",phen,-0.9634150940830396,0.004050554804774002,0.9991816949545462
587,"im-4,1","po2-o1,o1",-0.8883009429467666,0.0034721123430648104,0.9982376622684831
589,"im-4,1",po3h-1,-0.9901868533986969,0.004178043325311503,0.9988632604084263
591,"im-4,1",sbf6,-0.5149725393202136,0.002554569824971961,0.9988397818213769
592,"im-4,1",scn,-0.8598123787406632,0.0038938437155733602,0.9867983679502345
593,"im-4,1",so3-1,-1.27797639132958,0.005333447249501334,0.971976091138499
594,"im-4,1",so3-4[f],-0.899379961718497,0.003617233387781027,0.9983270025029005
596,"im-4,1",so4-1,-0.9148359291247115,0.0037775242726553722,0.9010194443128187
597,"im-4,1",so4-2,-0.8649476645869976,0.0035247232858283367,0.9872061249214147
599,"im-4,1",so4-4,-0.8118530087939841,0.0032946377997128064,0.999970320461651
601,"im-4,1",so4-8,-0.8089207692847262,0.0031802216573904446,0.9958655424499022
602,"im-4,1",tcb,-0.9620861725849583,0.00440775206941923,0.9960566451034163
603,"im-4,1",tdi,-1.0149677996756308,0.004386130496822523,0.9977111501604833
604,"im-4,1",tehss,-0.5556762892081578,0.002146696849013828,0.9995871127903247
606,"im-4,1",tfa,-0.9327102567428028,0.004058794962752585,0.9352345825701418
607,"im-4,1",tpes,-0.8070595483887009,0.003598519470785611,0.9990924322449606
608,"im-4,1",ttes,-0.9273243773408179,0.003743068803993403,0.9999250493555788
609,"im-4,2,1o2",ntf2,-1.0128901396683947,0.0043422962159240745,0.9996489997826922
610,"im-4,2,1o3",ntf2,-1.0248120480859604,0.004333572230468755,0.9999796158235285
611,"im-4,2",br,-2.126716739643647,0.008352934069642742,0.9974519101949798
619,"im-4,4",alcl4,-0.735093289881475,0.003578445314654076,0.9973374720317502
620,"im-4,4",ntf2,-0.83867917455688,0.0037572083139064813,0.9989045742609792
623,im-4,hso4,-0.67995814027528,0.002626779626578718,0.9991935382549344
624,im-4,no3,-1.0048393723828597,0.003948644440301078,0.9992816874338979
625,im-4,otf,-0.8402356863347187,0.0036131066753990362,0.9966443306425097
626,im-4,scn,-1.018253256804565,0.004097939144522776,0.9993397742396132
627,im-4,so3-1,-0.848923380263388,0.003343342866961055,0.9999400877466493
632,"im-4i,1",ntf2,-0.8774743738047631,0.0038478131306070628,0.9975429916650647
636,"im-4so3h,1",camphorsulfonate,-1.0975930191731451,0.004250214010146178,0.996658060761935
637,"im-4so3h,1",hso4,-0.5988038714157193,0.0021504121146168607,0.9940881692621496
638,"im-4so3h,1",otf,-0.7862033358094233,0.003001560565597439,0.9994742762759361
639,"im-5,1,1",hso4,-0.7008463508852909,0.0028820157808707426,0.9936330722819331
641,"im-5,1,1o2",ntf2,-1.0144083750338906,0.004282830247555342,0.9996162840759614
642,"im-5,1,1o3",ntf2,-1.0074215151594277,0.0041934747611080785,0.9999772067430638
645,"im-5,1",h2po4,-0.7651830988534764,0.003246371194315876,0.9966947485759201
646,"im-5,1",hco3,-1.0447582777386364,0.004325886232878835,0.9954215338462087
647,"im-5,1",nicl4,-2.022332534540463,0.007569100912122348,0.9995690898365771
650,"im-5,1",ntf2,-0.7906203647079528,0.0036383425661307453,0.9941484680624995
651,"im-5,1",pf6,-0.8425992909005607,0.003395782659870706,0.9986747402992836
652,"im-5,1",scn,-0.96079623573575,0.00408021408270671,0.9998462122219854
653,"im-5,2,1o2",ntf2,-1.0014674043170646,0.004284226166198559,0.9998597431664829
654,"im-5,2,1o3",ntf2,-1.0322831409955462,0.004332311866285352,0.9999667856253293
655,"im-5,4",ntf2,-0.8515782631567456,0.00377156388021487,0.9998640480049797
656,"im-5,5",ntf2,-0.850751420423933,0.003715845497351694,0.9994123595960067
658,"im-5i,1",ntf2,-0.8129498257778862,0.003666037698574313,0.9998206323630283
659,"im-5i,4",ntf2,-0.8893620512948144,0.0038469279771351454,0.9997264706429998
660,"im-6,1,1",ntf2,-0.861858932261039,0.003670416975474457,0.9995028368975101
661,"im-6,1,1",pyrazolide-no2[4],-1.0181525618027467,0.003835799888084199,0.9982604327333604
663,"im-6,1",ac,-0.8922717216855984,0.0033971609359500256,0.9978887125126399
664,"im-6,1",al(ohfip)4,-0.878631738509426,0.004018788958017954,0.9996120990845269
667,"im-6,1",alcl4,-0.6404220533105255,0.003147644583197981,0.9990052320649037
670,"im-6,1",bf4,-0.9242234496097068,0.003802968891242512,0.9428349403498779
671,"im-6,1",br,-0.7009351960760061,0.0026408139767058743,0.9869449510882213
672,"im-6,1",cl,-0.6511736233804205,0.0024229267298670294,0.8660611057822574
673,"im-6,1",dca,-0.8497415862439713,0.003899293802410376,0.9906074123408971
674,"im-6,1",fap,-0.8775992593150789,0.0038242740926442502,0.996044610975097
677,"im-6,1",fecl4,-0.7146740964702817,0.0034025606265196038,0.9502497065631248
679,"im-6,1",i,-0.8898420455837052,0.00335640845023794,0.999795738430924
682,"im-6,1",ntf2,-0.8109856723798704,0.0036592867461023035,0.9952024318581129
683,"im-6,1",otf,-0.8965009969119591,0.0037488245556169036,0.9996071535768676
684,"im-6,1",pf6,-0.8529850764093236,0.0033866189796126125,0.9678944067327464
685,"im-6,1",phen,-0.9892234962568052,0.004088118812272951,0.9989535132974481
687,"im-6,1",pyrazolide-no2[4],-1.0460900594020313,0.004066425063817666,0.9995807311215359
688,"im-6,1",pyrrolide-cn[2],-1.0759619106490133,0.004259476298855695,0.9998411796836068
689,"im-6,1",so3-4[f],-0.9047597408542026,0.003587231488590494,0.999805082199745
692,"im-6,1",tcb,-0.9930483272415529,0.00437962588481013,0.9937088801118177
693,"im-6,1",tetrazolide,-0.8818609308187665,0.003523303850775813,0.9996731106614877
694,"im-6,1",triazolide,-1.0502022740546066,0.004090473123796083,0.9996431164028542
695,"im-6,1",triazolide123,-0.9267715484661431,0.003661101725834283,0.9996278040634079
700,"im-6,6",ntf2,-0.8648255072465938,0.003719962226357518,0.9996462499640557
702,"im-6i,1",ntf2,-0.8036879757122488,0.0035822280126816424,0.999799004033767
703,"im-6oh,1",cl,-0.8501494659331433,0.003323414131381478,0.999592099706734
704,"im-6oh,2",cl,-0.8569394313493828,0.00331515952975281,0.9993957259736117
705,"im-6oh,4",cl,-0.7486983545155759,0.002935031847198506,0.9994434862282477
706,im-6oh,cl,-0.8213427973179758,0.0032963620455181675,0.9993475915814554
708,"im-7,1",nicl4,-1.963092208841953,0.007261946803254297,0.9998092910035514
709,"im-7,1",ntf2,-0.8279249201733193,0.00367757054984014,0.9987659190685029
710,"im-7,1",pf6,-0.8538238060372989,0.003360121160017182,0.9998157247284523
711,"im-7,7",ntf2,-0.8609244346563704,0.003660485721206216,0.9998889026110286
712,"im-7i,1",ntf2,-0.8355809318508575,0.0036528985286034417,0.999873467191062
716,"im-8,1",al(ohfip)4,-0.9833433842109521,0.004411025629179028,0.9999483674337158
717,"im-8,1",ala,-0.9820762058032593,0.003810101093336494,0.9993933292842673
718,"im-8,1",alcl4,-0.718626250136014,0.003311288684853388,0.9972732648016002
719,"im-8,1",asn,-0.950748342028214,0.003395268689408869,0.9964720673891874
720,"im-8,1",bf4,-0.7846573161162299,0.0032446092089730596,0.9414900678922866
721,"im-8,1",cl,-0.5838623344298038,0.002206267891164725,0.5635587440308908
724,"im-8,1",fecl4,-0.634454368344247,0.0029327578794269542,0.8403856852056374
725,"im-8,1",gly,-0.9735082699123518,0.003846593399135222,0.9993033652066662
726,"im-8,1",h2po4,-0.42971242033494983,0.0015474512290510356,0.9857616147082243
727,"im-8,1",h3p2o7,-0.7196977172793916,0.0026144212050713505,0.9707682766798255
728,"im-8,1",i,-0.833808110491449,0.0031571292610986586,0.9985748987432949
729,"im-8,1",nicl4,-1.8088703761022387,0.006763813016535132,0.99901618974039
731,"im-8,1",ntf2,-0.8606574117509661,0.0037560658311543427,0.9934853305150292
732,"im-8,1",otf,-0.7328113866585327,0.003163660393794109,0.9285046300762404
733,"im-8,1",pf6,-0.8006705253066833,0.003168362350225674,0.9990204581384753
734,"im-8,1",phen,-0.9509958510565005,0.00387484444557271,0.9966242457784247
736,"im-8,1",pro,-0.9795871969137512,0.0036665173937580615,0.9982726225628152
739,"im-8,1",ser,-0.9686434496205512,0.0035891327321028845,0.9978813325884006
740,"im-8,1",so3-4[f],-0.9042953913506496,0.0035531180761160454,0.9997369281903461
743,"im-8,1",tcb,-1.0598037157928202,0.004502193837303573,0.9993648420875114
744,"im-8,1",tfa-3[f],-0.9260193240034947,0.0037057953892571764,0.9997714981515277
745,"im-8,1",tfa,-0.908217819395398,0.00377994890657098,0.9999395699491376
750,"im-8,8",ntf2,-0.8587485086253143,0.0036157788275043654,0.9997155787174676
752,"im-8chch(E)8,1",ntf2,-0.7742660263092032,0.003213509082629832,0.9990899342143285
753,"im-8chch(Z)1chch(Z)5,1",ntf2,-0.7776272387894995,0.003256198121379168,0.9996748680730021
754,"im-8chch(Z)8,1",ntf2,-0.7383401136792724,0.0031010239963103,0.9991053902272691
759,"im-9,1",ntf2,-0.8431895721185626,0.003656422921683791,0.9996122007817685
760,"im-9,1",pf6,-0.8473989426898425,0.0032725502946089075,0.9994039185677108
761,"im-9,9",ntf2,-0.8548049672773499,0.003570457987847511,0.9998858859054476
764,"im-[2o]21,1",bf4,-0.9412652160542669,0.0037876818808920505,0.9998181143700476
765,"im-[2o]21,1",cl,-0.9173004433497902,0.0036295044572994452,0.9993149060444881
766,"im-[2o]21,1",pf6,-0.9487407164595811,0.0037902203169897443,0.9999955604585281
768,"im-[2o]21,1",so3-1,-0.9998313878778721,0.003913513865931534,0.9948532993283542
770,"im-[2o]31,1",so3-1,-0.9977733178981307,0.003936531586216469,0.9938324852091064
775,"im-a,1",al(ohfip)4,-0.7535415788490227,0.0036571360758529316,0.9974642953237872
778,"im-a,1",cl,-0.9942849314899328,0.0037031236604465317,0.9874966937506147
779,"im-a,1",dca,-0.7998554041164008,0.004017408790198042,0.8705979130535403
780,"im-a,1",ntf2,-0.6986898923386972,0.0035248037477863393,0.9932529635453565
793,"im-chc(ch3)2,1",bf4,-1.008046874910054,0.004184951227780473,0.9990732972647651
795,"im-cp,4",ntf2,-0.8227063066112855,0.003647917645440524,0.9995888529956589
820,mo-1,bf4,-0.8563385679854942,0.0034217974752621975,0.9998694331239893
821,mo-1,for,-0.6809057782619897,0.003830080844183634,0.9967782190701249
822,"mo-2,1",dca,-0.7598484535239115,0.003269531132456474,0.9987383725612193
823,"mo-2,1",po3h-2,-1.1012399877097676,0.004421296484421335,0.9880860791966145
824,"mo-2,1",so4-2,-0.7017922019284503,0.00258430038408944,0.9555448840484012
825,mo-2,bf4,-0.8061212439000048,0.0032941161547298753,0.9991136698669802
826,mo-2,for,-0.8168118233811451,0.00411256309997265,0.9978207867592996
831,"mo-2o1,1",fap,-1.0109188872587516,0.0038527006040215864,0.9998570109929288
832,"mo-2o1,1",ntf2,-0.9615911128046034,0.0038303700344207475,0.9995559911581483
833,"mo-2o2,1",ntf2,-0.9830638056184766,0.003959743392642897,0.9999895955985629
834,"mo-3,1",dca,-0.8476936895461081,0.0034221887740006505,0.996930204728676
835,"mo-3oh,1",ntf2,-0.9706445564109895,0.003636854580782772,0.9979456569461221
836,"mo-4,1",al(ohfip)4,-1.1340061735965548,0.00466790361762998,0.9992193277114684
839,"mo-4,1",ccn3,-0.9663775059028175,0.0039082856865257,0.9986290807763655
840,"mo-4,1",dca,-0.8833165283047993,0.0035299794224285448,0.9990580104400771
842,"mo-4,1",po3h-4,-1.186759876848532,0.004641973269466415,0.9770394898814772
843,"mo-4,1",so4-4,-0.7077016621966302,0.00259378949031966,0.9996392011689758
844,"mo-5,1",dca,-0.9186431936536612,0.0035989857549928134,0.9999405406023992
845,"mo-6,1",dca,-0.9096013714102901,0.0035647565493841893,0.9999656659971157
846,"mo-6,1",fsa,-0.8008801026552264,0.0032523280264022667,0.9995977377760615
847,"mo-6,1",ntf2,-0.9284898661573805,0.0036305222521413557,0.9998427952545664
848,"mo-6,1",po3h-6,-1.244677774398081,0.004797321054493074,0.9851771225479994
849,"mo-7,1",dca,-0.920489452361559,0.003572706680672219,0.9997420271007237
850,"mo-8,1",dca,-0.9132757747759979,0.003531795262288811,0.9996420086505156
851,"mo-8,1",po3h-8,-1.1388252752990844,0.004807904411921626,0.9782364185064524
852,"mo-9,1",dca,-0.9359904692432116,0.003594749891185361,0.9994801182907342
853,"mo-a,1",ntf2,-0.8864334501312777,0.0035622083840352835,0.9976793976185014
854,"mo-a,2",ntf2,-0.8373099763430292,0.003376996636644928,0.9974530051027625
855,mo,for,-0.9306071103111514,0.004043726356884936,0.9994776896117509
862,"n-1,1,1,1",oh,0.37587366410834266,0.0012088690621493102,0.9929577673109256
863,"n-1,1,1",h2po4,-0.6019968060363284,0.0020739142519479556,0.9998869448355738
865,"n-1,1",hso4,-0.6316755171888631,0.002805240178856469,0.9869142730814509
866,"n-10,10,1,1","herbicide-2,4-DP",-0.9084257219158778,0.0034379889008844754,0.9991260059529478
867,"n-10,2,2,2",ntf2,-0.9127186720559692,0.0036789479257290972,0.9992658234344407
868,"n-10,3i,1,1",ntf2,-0.8672222457882535,0.003640189213519551,0.999878360831825
869,"n-12,1,1,1","herbicide-2,4-DP",-0.8637998194920617,0.0031444418128530804,0.9967474527314724
870,"n-12,2,2,2",ntf2,-0.9114714203454181,0.0036446100978223786,0.9954889647665172
871,"n-14,1,1,1","herbicide-2,4-DP",-0.8092286531326872,0.002833684317886133,0.9829372989932763
872,"n-14,2,2,2",ntf2,-0.8947674971324151,0.003547820109036893,0.9978041735594679
873,"n-18,1,1,1","herbicide-2,4-DP",-0.8350818853799419,0.0030358703872190493,0.9959362041967292
883,"n-1coo2,2,1,1",so4-2,-0.8043329090189316,0.003040587566786517,0.9942086014263856
884,"n-1coo2,2,2,2",ntf2,-1.1152219294897439,0.004387344031849253,0.9999569312310663
889,"n-1coo2,4,4,4",dca,-0.9641750143766914,0.0035442589383000724,0.9985381866069483
890,"n-1coo2,4,4,4",ntf2,-1.059129214409188,0.003958387739197895,0.9991186057280352
896,"n-1cooh,1,1,1",ntf2,-0.7487780808471193,0.0028773659535219747,0.9991860181700388
914,"n-2,1,1",ac-ph,-1.0556053938754213,0.004318154958554861,0.9994729806208063
915,"n-2,1,1",ac,-0.9167136391516828,0.004598107581134198,0.9978779330903127
916,"n-2,1,1",for,-0.574006613512746,0.003672159680312582,0.9993082523326222
917,"n-2,2,1",otf,-0.7172003853091358,0.003573781697258383,0.9856516476973383
918,"n-2,2,1",so3-1,-0.9134148453349612,0.003967256283725508,0.9996498334923567
919,"n-2,2,2,1",so4-1,-0.8724225320717784,0.0034764873439356537,0.9997008070430479
924,"n-2,2,2,2",oh,0.052165111679715874,0.0019018558690571043,0.9909910969368894
929,"n-2,2,2",ac,-0.9009469659695605,0.0043193761067547186,0.9766608025487741
931,"n-2,2,2",h2po4,-0.4132615857250278,0.0023465249733941704,0.9954632676698651
932,"n-2,2,2",hso4,-0.7680455663002496,0.003240482189560295,0.9359092447288139
934,"n-2,2,2",otf,-0.7572873737438393,0.003549072063380694,0.9895500084778247
936,"n-2,2,2",so3-1,-0.8722576838059755,0.0037452808325552666,0.9975652509327935
941,"n-2,2",ac,-0.9115518257901281,0.004508948267748015,0.9985008656714672
943,"n-2,2",hso4,-0.9670473944518528,0.004443209995059315,0.8470996518021442
947,n-2,for,-1.3434509383559259,0.005954696640884934,0.8753724252600945
949,n-2,hso4,-0.6185518268047974,0.0026597735766108925,0.9833614966703661
951,n-2,no3,-0.4748046329986363,0.0027879842779976708,0.9795822859411837
952,"n-2coo1,1,1,1",ntf2,-0.6935841574913627,0.0030510825516173244,0.9550208536434037
953,"n-2coo1,2,1,1",ntf2,-0.9067564965849241,0.0037205535433162385,0.9997266042198861
955,"n-2dma,1,1",ac,-1.2644856346000832,0.005503343521483225,0.9986060271926178
979,"n-2o1,2,1,1",fap,-0.8552406524816304,0.003651814286389497,0.9996096554910765
980,"n-2o1,2,1,1",ntf2,-0.785159864151944,0.0036049484454177077,0.9985691244281424
987,"n-2o1,2,2,1",ntf2,-0.8157269923481192,0.0036753555056135527,0.9987448444025087
988,"n-2o1,2,2,1",tfesi,-1.044594790620932,0.004176395750344544,0.9993579044921413
999,"n-2o2,2,2,2",ntf2,-0.9481232098279527,0.0041211803234936905,0.9974417900650607
1000,"n-2o2,2o1,1,1",ac,-1.1105524758917937,0.004133294100221669,0.995847505885354
1001,"n-2o2,2o1,1,1",bf4,-0.9176094305139777,0.0037059499017991185,0.9996775492610042
1002,"n-2o2,2o1,1,1",ntf2,-0.7890505578466008,0.0037022709642713938,0.9977483389685678
1005,"n-2o2,4,4,4",ntf2,-1.0670521047661063,0.004172929764784789,0.9999267135756493
1006,"n-2o2,5,5,5",ntf2,-0.9797859577233914,0.0038790277616140563,0.9996287959939469
1011,"n-2o2oh,[2o]22oh,13,1",so4-1,-0.6368711221980801,0.002453131041748998,0.9957411658875172
1012,"n-2o2oh,[2o]22oh,13,1",so4-[2o]21,-0.7274464110200304,0.0028577083530709653,0.9997281244339222
1016,"n-2oh,1,1,1",1ac,-0.9828482794192943,0.003731067796096841,0.6019369983983982
1017,"n-2oh,1,1,1",2ac,-0.8198804190624767,0.003231143576864145,0.9986301020029608
1018,"n-2oh,1,1,1",4ac,-0.7666121238493422,0.003034123649332665,0.9982808460902544
1020,"n-2oh,1,1,1",ala,-2.511261581203767,0.008900835139930672,0.9946294882569789
1021,"n-2oh,1,1,1",bala,-1.1216147209118308,0.003980297241207586,0.9893170059569237
1022,"n-2oh,1,1,1",bes,-0.4984692225702491,0.0018351951987256657,0.9948831424604585
1023,"n-2oh,1,1,1",biot,-1.1715055917592818,0.004358194007644824,0.9851417449435967
1024,"n-2oh,1,1,1",capso,-0.41808836668933774,0.001386257832090237,0.9980904012475363
1026,"n-2oh,1,1,1",gly,-2.5080117027896147,0.009037821847333158,0.9959272519686301
